,Unnamed: 0,Lambert-X,Lambert-Y,Zone,Coord System,Coord Source,Field ID,Org ID,Area USDW Value,API Num,Serial Num,Well Name,Well Num,Well Status,Class,Class Type,USDW Value,Source Area USDW Value,Measured Depth,Upper Perf,Lower Perf,Well Serial Num,Latitude,Longitude,Leak Risk
63388,31,2202588,647036,N,01,05,7696,U042,,00000000000000,45,LA PETROLEUM CO,001,23.0,,,0,,,0,0,45,32.4439007209496,-91.84345776001751,
62971,230,2163755,793305,N,01,06,6824,H231,,00000000000000,291,NEWBLOCK,001,23.0,,,0,,2490,0,0,291,32.846498693617804,-91.9670001394118,
84088,237,1570677,737205,N,01,05,9715,A155,,00000000000000,298,BALLARD ISLAND OIL&GAS CO,001,23.0,,,0,,2995,0,0,298,32.6858357857163,-93.8955136926392,
17318,304,1832280,487360,N,01,03,9715,C392,,17069000460000,374,FEE,001,23.0,,,0,,4200,0,0,374,32.0055146868435,-93.04123936225679,
92942,422,1570384,778534,N,01,05,2152,T046,,00000000000000,503,CADDO MINERAL LANDS CO,001,28.0,,,0,,2263,0,0,503,32.79940320687761,-93.8981979467046,
96707,501,1565686,776656,N,01,05,9715,F157,,00000000000000,599,HERNDON,003,23.0,,,0,,2252,1610,1680,599,32.794074815847395,-93.9134044978711,
95461,528,1567908,779650,N,01,05,9715,4651,,00000000000000,709,RAINES,002,23.0,,,0,,2254,0,0,709,32.8023820078884,-93.90630138667039,
92515,544,1570634,777870,N,01,05,9715,9999,,00000000000000,726,RAINES,002,28.0,,,0,,2268,0,0,726,32.797587343206104,-93.8973566582205,
95668,672,1567547,779253,N,01,05,9715,M378,,00000000000000,875,RAINES,004,23.0,,,0,,2315,0,0,875,32.801278141985,-93.90745926754671,
86362,773,1567620,740608,N,01,05,9715,P346,,00000000000000,996,DICKSON,005,23.0,,,0,,2316,0,0,996,32.695079298596504,-93.90559153585899,
13169,848,1807360,768598,N,01,05,4589,4063,,17027025260000,1083,G T SHAW,004,33.0,,,0,,1417,0,0,1083,32.778185120921805,-93.1268804583492,
30521,873,2126817,738471,N,01,03,6824,T056,,17111018270000,1113,A SMITH,001,23.0,,,0,,2136,0,0,1113,32.6962412684353,-92.08793994839571,
14753,886,1804811,776665,N,01,05,4589,B382,,00000000000000,1126,HO NAC SU;LOWENBERG 24-A,001,33.0,,,0,,1255,1146,1255,1126,32.8003146131055,-93.1353269006152,
12975,914,1807392,767270,N,01,05,4589,4063,,00000000000000,1156,WILLIAM CHATMAN,003,33.0,,,0,,1360,0,0,1156,32.774535896978,-93.1267513742913,
14650,953,1804874,776121,N,01,05,4589,B382,,00000000000000,1200,HO NAC SU;LANGSTON-BAIRD 24-9,001,33.0,,,0,,1210,1090,1210,1200,32.798820573666,-93.13511152281781,
14785,957,1804405,776623,N,01,05,4589,B382,,00000000000000,1204,HO NAC SU;LOWENBERG 24-A,002,33.0,,,0,,1270,1133,1270,1204,32.8001926272432,-93.13664725213249,
32296,998,2135564,723774,N,01,05,6824,E7064,,17073008700000,1247,PHILLIPS B,002,33.0,,,0,,2131,2126,2131,1247,32.6557528173459,-92.05970287793458,
14839,1114,1802363,775054,N,01,05,4589,B382,,00000000000000,1376,HO NAC SU;LANGSTON 24-11,002,33.0,,,0,,1402,1224,1244,1376,32.7958474052704,-93.14326176497521,
14601,1135,1804869,775786,N,01,05,4589,B382,,00000000000000,1398,HO NAC SU;LANGSTON-BAIRD 24-9,010,33.0,,,0,,1217,1060,1217,1398,32.7978998238705,-93.1351214063152,
46431,1210,1671700,616920,N,01,03,3608,A141,,17015018030000,1484,CAPLIS,002,23.0,,,0,,1950,0,0,1484,32.3583897848455,-93.5633667351511,
15183,1306,1799946,776620,N,01,05,4589,B382,,00000000000000,1606,HO NAC SU;JACKSON 24-4,010,33.0,,,0,,1385,1250,1385,1606,32.8001114538789,-93.1511570799605,
14917,1455,1807217,780283,N,01,05,4589,9999,,00000000000000,1775,LEN LANGSTON,002,28.0,,,0,,,0,0,1775,32.810296403436396,-93.1275657509032,
49430,1524,2157565,744396,N,01,05,6824,P007,,17067006500000,1859,PERRY,003,23.0,,,0,,2223,0,0,1859,32.712164365362604,-91.98790562089079,
14862,1586,1803779,776582,N,01,05,4589,B382,,00000000000000,1937,HO NAC SU;LOWENBERG 24-A,008,33.0,,,0,,1322,1220,1322,1937,32.8000698089861,-93.13868351366621,
14798,1587,1804189,776580,N,01,05,4589,B382,,00000000000000,1938,HO NAC SU;LOWENBERG 24-A,009,33.0,,,0,,1435,1281,1307,1938,32.8000709569633,-93.1373493085583,
15051,1588,1802590,777329,N,01,05,4589,B382,,00000000000000,1939,HO NAC SU;LOWENBERG 24-A,010,33.0,,,0,,1405,1206,1405,1939,32.80210341289,-93.14256700456819,
14135,1598,1807269,774759,N,01,05,4589,B382,,00000000000000,1951,HO NAC SU;PALMER 19 B,004-GI,33.0,,,0,,1019,0,0,1951,32.795115831778695,-93.12729249186421,
14749,1653,1802559,774510,N,01,05,4589,B382,,00000000000000,2020,HO NAC SU;LANGSTON 24-11,012,33.0,,,0,,1254,1135,1254,2020,32.7943555479989,-93.1426135047479,
14386,1655,1807443,776448,N,01,05,4589,B382,,00000000000000,2022,HO NAC SU;LANGSTON 19-3,014,33.0,,,0,,1333,1180,1333,2022,32.799760428653,-93.1267580898808,
13084,1728,1806607,767297,N,01,05,4589,4063,,00000000000000,2106,SHAW,010,33.0,,,0,,1356,0,0,2106,32.7745975783145,-93.12930561527479,
15128,1738,1801736,777530,N,01,05,4589,B382,,17027025100000,2117,HO NAC SU;JACKSON 24-3,021,33.0,,,0,,1850,1313,1364,2117,32.8026418443808,-93.14534993068209,
14852,1741,1805764,778344,N,01,05,4589,B382,,00000000000000,2120,HO NAC SU;LANGSTON 18-7,006,33.0,,,0,,1392,1298,1392,2120,32.8049442860996,-93.13225763274158,
46677,1930,1713657,509383,N,01,05,9715,B389,,00000000000000,2362,T & P,007,23.0,,,0,,2782,0,0,2362,32.063851607034,-93.42452623959039,
14781,1966,1806176,778178,N,01,05,4589,B382,,00000000000000,2407,HO NAC SU;LANGSTON 18-7,007,33.0,,,0,,1402,1265,1402,2407,32.804494684845096,-93.1309137420228,
14765,1968,1804883,776845,N,01,05,4589,B382,,00000000000000,2410,HO NAC SU;LOWENBERG 24-A,011,33.0,,,0,,1296,1108,1296,2410,32.800810462245,-93.13509603877719,
14944,1972,1804319,777909,N,01,05,4589,B382,,17027025230000,2414,HO NAC SU;LOWENBERG 13-A,015,33.0,,,0,,1424,1169,1424,2414,32.8037255004906,-93.136951690044,
15054,1974,1803185,777916,N,01,05,4589,B382,,00000000000000,2416,HO NAC SU;LOWENBERG 13-A,017,33.0,,,0,,1424,1218,1424,2416,32.8037263380648,-93.14064208143421,
15030,1976,1802589,777066,N,01,05,4589,B382,,00000000000000,2418,HO NAC SU;LOWENBERG 24-A,019,33.0,,,0,,1398,1167,1398,2418,32.8013806039768,-93.142565185858,
14100,2002,1810449,777351,N,01,05,4589,B382,,00000000000000,2453,HO NAC SU;WEST 20-4,013,33.0,,,0,,1404,1365,1404,2453,32.8022895972754,-93.1169931160553,
35136,2015,2145479,699514,N,01,05,6824,E7064,,17073009200000,2467,SPADE,001,33.0,,,0,,2209,0,0,2467,32.58895960370361,-92.0278330773377,
14501,2022,1807868,777809,N,01,05,4589,B382,,00000000000000,2476,HO NAC SU;GARRETT 18-8,002,33.0,,,0,,1501,1500,1501,2476,32.8035075745136,-93.1254006662109,
14502,2022,1807868,777809,N,01,05,4589,B382,,00000000000000,2476,HO NAC SU;GARRETT 18-8,002,33.0,,,0,,1501,1500,1501,2476,32.8035075745136,-93.1254006662109,
14562,2023,1807409,777830,N,01,05,4589,B382,,00000000000000,2477,HO NAC SU;GARRETT 18-8,003,33.0,,,0,,,0,0,2477,32.803557987522694,-93.12689473431891,
14847,2147,1806117,778587,N,01,05,4589,B382,,00000000000000,2641,HO NAC SU;LOWENBERG 18-A,021,33.0,,,0,,1402,1118,1402,2641,32.8056177770168,-93.13111348993229,
14391,2163,1809965,778688,N,01,05,4589,B382,,00000000000000,2658,HO NAC SU;GARRETT 17-1,010,33.0,,,0,,1459,1392,1459,2658,32.805956428166105,-93.1185929510518,
14322,2164,1810464,778678,N,01,05,4589,B382,,00000000000000,2659,HO NAC SU;GARRETT 17-1,011,33.0,,,0,,1451,1429,1451,2659,32.8059367764013,-93.116968881109,
14244,2165,1810443,778219,N,01,05,4589,B382,,00000000000000,2660,HO NAC SU;GARRETT 17-1,012,33.0,,,0,,1466,1355,1455,2660,32.8046749955321,-93.11702871866459,
14438,2181,1808367,777733,N,01,05,4589,B382,,00000000000000,2696,HO NAC SU;WEST 18-10,020,33.0,,,0,,1358,0,0,2696,32.803306623564204,-93.123775402334,
111446,2194,1545530,767603,N,01,05,4589,4063,,00000000000000,2713,SHAW A,018,28.0,,,0,,1340,0,0,2713,32.7684572497813,-93.9785814086985,
50773,2216,2154881,759329,N,01,05,6824,H225,,00000000000000,2740,ALLISON,002,23.0,,,0,,2253,0,0,2740,32.753240161452304,-91.9964054002329,
14350,2253,1808726,777361,N,01,05,4589,B382,,00000000000000,2786,HO NAC SU;WEST 19-1,021,33.0,,,0,,1353,1210,1353,2786,32.8022899528112,-93.1226001979752,
15091,2255,1801709,776981,N,01,05,4589,B382,,00000000000000,2790,HO NAC SU;JACKSON 24-3,026,33.0,,,0,,1401,1301,1401,2790,32.8011326069443,-93.1454271563746,
15138,2256,1800364,776361,N,01,05,4589,B382,,00000000000000,2791,HO NAC SU;JACKSON 24-5,027,33.0,,,0,,1368,1270,1368,2791,32.7994065602796,-93.1497918291917,
14633,2340,1803060,774334,N,01,05,4589,B382,,00000000000000,2892,HO NAC SU;LANGSTON 24-11,029,33.0,,,0,,1181,1059,1181,2892,32.793880019727695,-93.14097993379292,
14388,2342,1808077,777026,N,01,05,4589,B382,,00000000000000,2894,HO NAC SU;WEST 19-2,023,33.0,,,0,,1323,1174,1323,2894,32.8013590030184,-93.1247058568253,
14561,2356,1808073,778407,N,01,05,4589,B382,,00000000000000,2908,HO NAC SU;GARRETT 18-8,009,33.0,,,0,,1501,1500,1501,2908,32.8051542893764,-93.12474477241051,
14625,2357,1807353,778230,N,01,05,4589,B382,,00000000000000,2909,HO NAC SU;GARRETT 18-8,010-GI,33.0,,,0,,,0,0,2909,32.8046563998856,-93.12708449882281,
14086,2490,1802315,769752,N,01,05,4589,9999,,00000000000000,3079,ALICE LEWIS,001,28.0,,,0,,,0,0,3079,32.7812752604765,-93.1433155735155,
57439,2540,2165002,767654,N,01,05,6824,5894,,17067006550000,3139,CROSSETT T & D CO,002,23.0,,,0,,2430,0,0,3139,32.7759863700807,-91.96335375668079,
58690,2554,1708654,477306,N,01,05,7651,T295,,00000000000000,3157,GOV LAND,001,23.0,,,0,,2748,0,0,3157,31.9755564582131,-93.4397787121974,
47125,2730,1670219,617542,N,01,03,3608,A141,,17015018050000,3385,HUNTER,002,23.0,,,0,,830,0,0,3385,32.3600594279585,-93.56818251127291,
42847,2743,1678766,616877,N,01,03,3608,5507,,17015017580000,3400,HODGES SWD,010,28.0,,,0,,1557,1547,1557,3400,32.3584600244443,-93.54048345758129,
42848,2743,1678766,616877,N,01,03,3608,5507,,17015017580000,3400,HODGES SWD,010,28.0,,,0,,1557,1547,1557,3400,32.3584600244443,-93.54048345758129,
42476,2788,2138471,754709,N,01,01,6824,E7064,,17067005400000,3456,TENSAS DELTA,003,33.0,,,0,,3458,2073,2188,3456,32.7407417146971,-92.04984026166679,
38758,3048,1685926,617808,N,01,05,3608,L056,,17015029170000,3746,ELSTON,005,23.0,,,0,,835,0,0,3746,32.36120578175,-93.51732533222601,
81239,3200,1577751,740328,N,01,05,9715,C435,,00000000000000,3949,GLASSELL,007,23.0,,,0,,,0,0,3949,32.6946666936273,-93.8726534140699,
80966,3244,1578281,739354,N,01,05,9715,C435,,00000000000000,4005,GLASSELL,002,23.0,,,0,,2305,0,0,4005,32.6920083872493,-93.8708908472678,
5970,3613,1842048,718058,N,01,05,9715,9999,,00000000000000,4476,O J BAILEY,001,28.0,,,0,,0,0,0,4476,32.639783151777,-93.01325105676659,
43651,3678,2158088,702800,N,01,05,6824,E7064,,17073008600000,4547,J M HUBER FEE,001,33.0,,,0,,2232,2182,2232,4547,32.5978333049188,-91.9868462374697,
95333,3753,1569723,784149,N,01,05,9715,M311,,00000000000000,4639,HERNDON,002,23.0,,,0,,0,0,0,4639,32.8148101636611,-93.9005846989415,
123887,3762,1535094,515970,N,01,03,9715,P333,,17031018650000,4660,RAMSEY,002,23.0,,,0,,3549,0,0,4660,32.0764693486905,-94.0011958856555,
14906,3801,1803231,776580,N,01,05,4589,B382,,00000000000000,4729,HO NAC SU;LOWENBERG 24-A,004,33.0,,,0,,1337,1165,1337,4729,32.8000554098516,-93.14046670279471,
33109,4414,1701079,723442,N,01,05,1432,E205,,17015026060000,5753,BLVU NAC FF 3 SU;BODCAU FEE B,007,33.0,,,0,,,0,0,5753,32.6519250031874,-93.47131835207159,
32427,4432,1701202,720917,N,01,05,9715,3530,,17015027820000,5773,BODCAW FEE,B-8,23.0,,,0,,403,0,0,5773,32.644988396202805,-93.47084526629759,
36297,4440,1696177,719438,N,01,05,9715,5216,,00000000000000,5782,F H SCANLAND,007,28.0,,,0,,0,0,0,5782,32.6407987048242,-93.48712506070049,
117673,4590,1538302,767381,N,01,05,2152,L124,,00000000000000,5940,L B GRANT,045,28.0,,,0,,,0,0,5940,32.767573979279,-94.0020814594978,
84207,4598,1582181,775928,N,01,05,9715,L124,,00000000000000,5949,C W LANE,007-A,28.0,,,0,,2298,0,0,5949,32.7926542442897,-93.8597066498803,
121127,4807,1531781,761373,N,01,05,9715,9999,,00000000000000,6196,LEVEE BOARD,001,28.0,,,0,,2264,0,0,6196,32.750813262342895,-94.02301739315651,
120264,4819,1533374,762214,N,01,05,9715,9999,,00000000000000,6209,LEVEE BOARD,002,28.0,,,0,,2254,0,0,6209,32.7531858509003,-94.0178751729591,
120950,4838,1532043,761266,N,01,05,9715,9999,,00000000000000,6230,LEVEE BOARD,004,28.0,,,0,,2260,0,0,6230,32.7505293363186,-94.02216047056021,
45495,5162,2161697,702745,N,01,05,6824,E7064,,17073009310000,6573,CENTRAL IMMIGRATION,014,33.0,,,0,,2245,0,0,6573,32.5976345723355,-91.9751290446776,
45097,5200,2161360,700158,N,01,05,6824,E7064,,17073009320000,6614,EDNA A VINSON,001,33.0,,,0,,2239,2188,2239,6614,32.5905286721323,-91.9762638748375,
91240,5240,1573264,780408,N,01,05,2152,T046,,17017069400000,6660,J F HERNDON,004,33.0,,,0,,2388,1474,1600,6660,32.8046548908304,-93.8889051710639,
95485,5254,1568077,780193,N,01,05,9715,M378,,00000000000000,6676,G A RAINES,003,23.0,,,0,,0,0,0,6676,32.8038802377832,-93.9057743897732,
92315,5262,1573907,785956,N,01,05,2152,T046,,00000000000000,6687,DILLON A,047,20.0,,,0,,1666,0,0,6687,32.81992380715511,-93.88704381497601,
45977,5376,2163275,699666,N,01,05,6824,E7064,,17073008280000,6821,JAMES N WALKER,001,33.0,,,0,,2211,2177,2211,6821,32.5891507836726,-91.97005437694,
46999,5394,2165315,700154,N,01,05,6824,E7064,,17073008260000,6845,DOUGHTIE HOTEL LTD,001,33.0,,,0,,,2125,2200,6845,32.5904644314259,-91.96342348229321,
52300,5440,2168533,733868,N,01,05,6824,W049,,17067005990000,6903,WHITE,001,23.0,,,0,,2240,2196,2240,6903,32.6830818162583,-91.9524223263824,
92033,5518,1573125,782731,N,01,05,2152,C426,,00000000000000,6995,TYSON,002,28.0,,,0,,1702,0,0,6995,32.8110337674969,-93.8894543395241,
52352,5549,2169906,729902,N,01,05,6824,S080,,00000000000000,7031,FAIRBANKS REAL EST,008,23.0,,,0,,2236,0,0,7031,32.672162433638896,-91.94802589398621,
91729,5587,1573545,782893,N,01,05,2152,T046,,00000000000000,7073,DILLON A,051,20.0,,,0,,1688,0,0,7073,32.8114937474552,-93.888094327211,
52477,5618,2157337,763385,N,01,05,6824,P147,,17067009140000,7105,PERRY,002,23.0,,,0,,2252,0,0,7105,32.7643557229996,-91.9883552145058,
49801,5634,2158423,744500,N,01,05,6824,E7064,,17067006510000,7124,W F MILLISAPS FEE,002,33.0,,,0,,2226,2190,2226,7124,32.7124390224023,-91.9851146984692,
37262,5658,2138047,733919,N,01,05,6824,E7064,,17073008660000,7153,BRIGGS,003,33.0,,,0,,2117,2073,2117,7153,32.683607609186204,-92.0514991531481,
49030,5718,2167346,709408,N,01,05,6824,1788,,17073009040000,7220,F M AND MCGEE,002,23.0,,,0,,2242,2196,2242,7220,32.6158711812823,-91.9566788211569,
45505,5726,2162704,697710,N,01,05,6824,E7064,,17073008530000,7232,JAMES N WALKER,002,33.0,,,0,,2208,2197,2208,7232,32.5837823605902,-91.9719391490525,
35028,5757,1697179,718037,N,01,05,1432,0492,,17015026400000,7268,BODCAU,D-5,28.0,,,0,,343,342,343,7268,32.6369732865153,-93.4838289235403,
34720,5760,1697524,718033,N,01,05,1432,0492,,17015026410000,7271,BODCAU,D-6,28.0,,,0,,362,0,0,7271,32.6369709018076,-93.482708181175,
57416,5773,2175948,740407,N,01,05,6824,H231,,00000000000000,7284,D M PICKETT,001,23.0,,,0,,2276,2254,2276,7284,32.7009483456056,-91.92821203935628,
118143,5797,1537800,767665,N,01,05,2152,S242,,00000000000000,7311,CADDO LEVEE BOARD,E-1,28.0,,,0,,,0,0,7311,32.768335294549104,-94.0037271041662,
34086,5821,1698212,718002,N,01,05,1432,0492,,17015026460000,7335,BODCAU,D-18,28.0,,,0,,372,0,0,7335,32.6369028404388,-93.48047251702309,
43184,5936,2152700,720698,N,01,05,6824,G078,,00000000000000,7470,J W KERR CARBON,001,23.0,,,0,,2164,0,0,7470,32.6470946060635,-92.00407438886091,
47061,5937,2166038,696909,N,01,05,6824,6881,,17073009020000,7471,FANNIE FARMER,001,23.0,,,0,,2112,0,0,7471,32.5815356281417,-91.96112859178551,
32386,5953,2132955,731660,N,01,05,6824,E7064,,17073009030000,7488,BRIGGS,006,33.0,,,0,,2087,0,0,7488,32.677455928804,-92.0680772434325,
54350,5967,2169086,745161,N,01,05,6824,L042,,00000000000000,7504,LEE,001,23.0,,,0,,2283,0,0,7504,32.7141117615103,-91.95043886806471,
44808,5969,2135021,771286,N,01,03,6824,E7064,,17111017070000,7506,MLGC FEE GAS,005,33.0,,,0,,2193,0,0,7506,32.7863396758969,-92.0608411451097,
46041,5970,2135063,776125,N,01,03,6824,E7064,,17111017060000,7507,MLGC FEE GAS,004,33.0,,,0,,2137,2021,2137,7507,32.7996381742879,-92.0606406677653,
41632,5972,2130179,767737,N,01,03,6824,E7064,,17111017190000,7509,MLGC FEE GAS,002,33.0,,,0,,2122,2055,2122,7509,32.776639056566204,-92.0766402383329,
29158,6076,2128798,725821,N,01,05,6824,E7064,,17073009340000,7629,BRIGGS,007,33.0,,,0,,2127,2088,2125,7629,32.6614527668708,-92.0816597450017,
44549,6092,2160867,697134,N,01,05,6824,E7064,,17073008270000,7650,J M HUBER FEE,004,33.0,,,0,,2252,2202,2252,7650,32.5822237111204,-91.9779118063761,
22541,6124,2096577,758417,N,01,03,6824,E7064,,17111018890000,7685,MLGC FEE GAS,007,33.0,,,0,,2157,2060,2157,7685,32.751339732885796,-92.18604475609109,
34390,6171,1697777,717685,N,01,05,1432,0492,,00000000000000,7740,BODCAU,D-13,28.0,,,0,,328,0,0,7740,32.6360207719968,-93.48187614741741,
46605,6211,2159225,722120,N,01,05,6824,E7064,,17073008470000,7786,FAIRBANKS REAL ESTATE,023,33.0,,,0,,2176,2127,2176,7786,32.6509189895234,-91.9828549134886,
51742,6232,2162288,747851,N,01,05,6824,E7064,,17067009250000,7814,D B SPYKER P,001,33.0,,,0,,2250,2203,2250,7814,32.721597741305295,-91.97249667781341,
93122,6306,1571218,781526,N,01,05,2152,T295,,00000000000000,7893,HUCKABY,006,23.0,,,0,,0,0,0,7893,32.8076549951014,-93.8956096075697,
96259,6332,1565781,775772,N,01,05,9715,M378,,00000000000000,7919,RAINES,010,23.0,,,0,,1638,0,0,7919,32.7916489157479,-93.91305792242309,
96341,6333,1567098,779698,N,01,05,9715,M378,,00000000000000,7920,RAINES,018,23.0,,,0,,0,0,0,7920,32.802484999453604,-93.90893905718549,
51523,6341,2166861,733519,N,01,05,6824,L261,,00000000000000,7930,W W WHITE,002,23.0,,,0,,2246,0,0,7930,32.6821457328827,-91.9578618620379,
89704,6438,1576649,784031,N,01,05,2152,T046,,17017118280000,8052,DILLON A,061,33.0,,,0,,1700,0,0,8052,32.814729926179105,-93.8780403130873,
46550,6444,2139446,770473,N,01,05,6824,E7064,,17067009030000,8060,CROSSETT TBR & DEV CO INC J,013,33.0,,,0,,2106,2115,2126,8060,32.784055080230395,-92.0464550005828,
40543,6456,2129663,764448,N,01,05,6824,E7064,,17111017410000,8075,GRAYLING LUMBER CO B,001,33.0,,,0,,2142,2083,2135,8075,32.7676053900709,-92.07836055253522,
44460,6499,2156321,716395,N,01,05,6824,E7064,,17073009360000,8128,S B SHELL,001,33.0,,,0,,2260,2122,2169,8128,32.6352218433349,-91.99237656810999,
45674,6590,2138124,769129,N,01,05,6824,E7064,,17067009280000,8233,STOVALL DRILLING CO FEE,001,33.0,,,0,,,2079,2280,8233,32.7803765418964,-92.05077428792521,
49032,6638,2166549,712792,N,01,05,6824,E7064,,17073008230000,8297,MORGAN J,002,33.0,,,0,,2195,2151,2194,8297,32.6251830035503,-91.95921222377909,
43178,6675,1679746,607120,N,01,05,3608,A155,,17015024950000,8339,VANHOOSE (97),A-1,23.0,,,0,,0,0,0,8339,32.3316671037204,-93.53700775325359,
44563,6839,2134152,771769,N,01,05,6824,E7064,,17111030110000,8535,GRAYLING LUMBER CO,003,33.0,,,0,,2135,2035,2135,8535,32.7876767778344,-92.0636622050864,
43012,6846,2157049,701834,N,01,05,6824,E7064,,17073008220000,8542,CENTRAL IMMIGRATION,046,33.0,,,0,,2225,0,0,8542,32.5951917442415,-91.9902345342355,
39843,6857,2133387,753878,N,01,05,6824,E7064,,17111030000000,8565,SMITH C,001,33.0,,,0,,2130,2079,2130,8565,32.7385149512333,-92.06638420471701,
95744,6868,1557403,746685,N,01,05,9715,S355,,00000000000000,8578,MCCORMICK,135,23.0,,,0,,0,0,0,8578,32.7114113880513,-93.93905952207609,
42492,6879,2151038,721672,N,01,05,6824,G108,,00000000000000,8591,POTTS,001,23.0,,,0,,2518,2201,2215,8591,32.649792440384395,-92.009459323761,
72970,7008,1602175,653617,N,01,05,8254,9999,,00000000000000,8759,T & P RAILWAY CO,001,28.0,,,0,,965,0,0,8759,32.457180076439,-93.7899193342147,
50710,7107,1663867,608654,N,01,05,9715,5216,,00000000000000,8899,HUTCHINSON FRIERSON,002,23.0,,,0,,1924,0,0,8899,32.335455774069,-93.58846365183929,
93060,7117,1570301,778793,N,01,05,9715,L258,,00000000000000,8912,D H RAINES,012,23.0,,,0,,1616,0,0,8912,32.8001120160271,-93.8984788798442,
35415,7152,1696524,717378,N,01,05,1432,0492,,17015028070000,8957,BODCAU,D-19,28.0,,,0,,376,0,0,8957,32.635145732344306,-93.4859370094636,
82284,7233,1577955,750748,N,01,05,9715,D239,,00000000000000,9068,YOUREE ETAL,002,23.0,,,0,,0,0,0,9068,32.7233098219108,-93.87241912071708,
29098,7257,2115492,756068,N,01,05,6824,E7064,,17111030140000,9095,PAULINE SCHWAB,001,33.0,,,0,,2166,2086,2166,9095,32.744717955173606,-92.124552587761,
14965,7258,1802890,776817,N,01,05,4589,B382,,00000000000000,9096,HO NAC SU;LOWENBERG 24-A,033,33.0,,,0,,1355,1338,1355,9096,32.8007011958165,-93.14158090294441,
14915,7259,1803391,776814,N,01,05,4589,B382,,00000000000000,9097,HO NAC SU;LOWENBERG 24-A,034,33.0,,,0,,1350,1206,1350,9097,32.8007011052244,-93.1399505475115,
93202,7264,1570728,780456,N,01,05,2152,L258,,00000000000000,9104,VESPY,004,23.0,,,0,,1600,0,0,9104,32.804697204637996,-93.89715923431508,
45914,7267,2151282,741290,N,01,05,6824,E7064,,17073009380000,9108,W A ARCHIE,001,33.0,,,0,,2190,2140,2190,9108,32.7037079256007,-92.0083772431558,
35055,7281,2146109,695873,N,01,03,6824,3156,,17073005360000,9126,REA-GREEN,001,28.0,,,0,,2224,0,0,9126,32.578944662762105,-92.0258394854173,
54936,7368,2053514,421054,N,01,03,9031,5254,,17059002520000,9235,MILES A,001,28.0,,,0,,1544,1524,1544,9235,31.8242729338374,-92.327845951002,
35635,7446,1696183,717027,N,01,05,1432,0492,,00000000000000,9323,BODCAU,D-29,28.0,,,0,,355,0,0,9323,32.6341725134333,-93.4870342340089,
40444,7453,2152471,700505,N,01,05,6824,K026,,00000000000000,9336,BANK OF JERSEYVILLE,003,23.0,,,0,,2243,2193,2243,9336,32.5915974029281,-92.00511816422559,
57280,7503,2056292,418463,N,01,04,9709,S360,,17059002720000,9394,RUSSELL,001,23.0,,,0,,1542,0,0,9394,31.817137667096098,-92.3189152721006,
54184,7543,2058267,425475,N,01,05,9031,2416,,00000000000000,9443,URANIA LBR CO E,001,23.0,,,0,,1585,0,0,9443,31.83640480741,-92.3125178353542,
28201,7592,2131193,711650,N,01,05,6824,E7064,,17073009390000,9497,J A MCEWEN,003,33.0,,,0,,2149,2147,2194,9497,32.622478564587304,-92.0740590967724,
31187,7608,1795211,841832,N,01,03,4451,U047,,17027012590000,9522,G. W. TAYLOR A/C 2,D-1,33.0,,,0,,5092,4514,4518,9522,32.979244442247804,-93.1678723524258,
36977,7644,2147188,701067,N,01,05,6824,E7064,,17073009400000,9563,CENTRAL IMMIGRATION,048,20.0,,,0,,2210,0,0,9563,32.593207400223,-92.0222623923621,
52225,7672,2063536,433630,N,01,05,9031,M7343,,00000000000000,9597,URANIA-VOLTZ,001,33.0,,,0,,1514,1511,1514,9597,31.858797066393798,-92.2955012660278,
54981,7681,2056120,422513,N,01,03,9031,3525,,17059001470000,9606,DIXIE,006,34.0,,,0,,1552,0,0,9606,31.828272140230798,-92.319447418811,
89104,7735,1574946,777380,N,01,05,2152,T046,,17017118370000,9665,CADDO MINERAL LANDS CO,031,28.0,,,0,,,0,0,9665,32.7963928236216,-93.8833062909326,
51334,7909,2062277,435255,N,01,03,9031,R250,,17059004310000,9871,HARDTNER-EDENBORN H,001,33.0,,,0,,1526,1040,1048,9871,31.8632707319388,-92.2995468436216,
25734,7986,2122164,724784,N,01,05,6824,E7064,,17073009420000,9969,COLE J,003,33.0,,,0,,2170,2125,2170,9969,32.6586714056175,-92.103227147209,
25735,7986,2122164,724784,N,01,05,6824,E7064,,17073009420000,9969,COLE J,003,33.0,,,0,,2170,2125,2170,9969,32.6586714056175,-92.103227147209,
42712,8041,2141071,749927,N,01,05,6824,E7064,,17067009310000,10034,SALLIE S PATTON,001,33.0,,,0,,2175,7456,7794,10034,32.727569016234796,-92.04145095232,
60937,8065,2049052,406854,N,01,05,9031,R250,,00000000000000,10062,URANIA G,004,33.0,,,0,,1490,0,0,10062,31.785254886848698,-92.342278761481,
92156,8076,1573775,784974,N,01,05,2152,T046,,17017107460000,10077,DILLON A,078,20.0,,,0,,1675,0,0,10077,32.8172205672992,-93.887432514702,
25900,8215,2127263,709660,N,01,05,6824,E7064,,17073009430000,10238,C W FRIERSON,002,33.0,,,0,,2190,2140,2190,10238,32.6170510188441,-92.086847593204,
56599,8297,2050686,416394,N,01,05,9031,M7343,,00000000000000,10331,PENDARVIS A,004,33.0,,,0,,1545,1533,1543,10331,31.811474343269502,-92.3369739328315,
