,Unnamed: 0,Lambert-X,Lambert-Y,Zone,Coord System,Coord Source,Field ID,Org ID,Area USDW Value,API Num,Serial Num,Well Name,Well Num,Well Status,Class,Class Type,USDW Value,Source Area USDW Value,Measured Depth,Upper Perf,Lower Perf,Well Serial Num,Latitude,Longitude,Leak Risk
2880,53156,1929679,582086,N,1,3,4517,0683,,17049000590000,111317,HOSSTON B SUE;CON CAN,001,33.0,,,0.0,,8697.0,8610,8620,111317,32.2668594537112,-92.7276602401232,
64574,53160,2072019,409193,N,1,3,7130,R250,,17059006020000,111342,WX F1 RA SU409;TREMONT B,001,33.0,,,0.0,,2863.0,2326,2328,111342,31.791571494495695,-92.26834529213959,
64575,53160,2072019,409193,N,1,3,7130,R250,,17059006020000,111342,WX F1 RA SU409;TREMONT B,001,33.0,,,0.0,,2863.0,2326,2328,111342,31.791571494495695,-92.26834529213959,
93729,53190,1574672,512753,N,1,3,2264,0531,,17031009080000,111405,BAGLEY,004,34.0,,,0.0,,3948.0,3875,3887,111405,32.0690682375294,-93.87329359938059,
43165,53201,1685498,721667,N,1,3,1432,0273,,17015007970000,111427,WURTSBAUGH A,001,23.0,,,0.0,,2075.0,0,0,111427,32.6466526858175,-93.52188194825389,
51551,53236,1708341,498593,N,1,3,7651,2475,,17081004950000,111520,RRBB MORROW SU;PUGH ESTATE,047,33.0,,,0.0,,2812.0,2801,2812,111520,32.0340652606222,-93.44138415157879,
112073,53239,1528665,683781,N,1,3,4313,2864,,17017038770000,111525,MYRA MITCHELL D,021,33.0,,,0.0,,2435.0,2316,2335,111525,32.5374550830694,-94.0295914113151,
48220,53251,1705026,517041,N,1,5,7651,B300,,17081003300000,111550,ROBINSON,001,23.0,,,225.0,,3485.0,2938,2952,111550,32.0846972408776,-93.452604562978,
88528,53269,1575435,776702,N,1,3,2152,T046,,17017044860000,111580,LOUISIANA STATE,017,33.0,,,0.0,,1675.0,1477,1618,111580,32.7945467637133,-93.88168713282471,
87718,53271,1577846,780201,N,1,3,2152,T046,,17017043870000,111582,LOUISIANA STATE,021,33.0,,,0.0,,1670.0,1451,1568,111582,32.8042465686713,-93.8739869356013,
109531,53297,1530677,669090,N,1,3,4313,G052,,17017037830000,111621,CHOYCE,001,23.0,,,0.0,,2441.0,2335,2347,111621,32.49715740361739,-94.0223942620343,
108772,53298,1531478,669042,N,1,3,4313,G052,,17017037820000,111622,CHOYCE,002,23.0,,,0.0,,2433.0,2330,2338,111622,32.4970563907968,-94.01979436513521,
30276,53301,1703235,590275,N,1,3,8823,9999,,17015013240000,111625,CONLY SUA;ARDIS & CO,004,28.0,,,0.0,,2747.0,0,0,111625,32.285960064963604,-93.4604813822023,
33030,53303,2133206,733439,N,1,3,6824,E7064,,17073000150000,111636,A L SMITH J,006,33.0,,,1020.0,,2310.0,2073,2129,111636,32.6823426135086,-92.06723845125559,
33031,53303,2133206,733439,N,1,3,6824,E7064,,17073000150000,111636,A L SMITH J,006,33.0,,,1020.0,,2310.0,2073,2129,111636,32.6823426135086,-92.06723845125559,
41598,53334,1715653,523995,N,1,3,7651,B300,,17081002340000,111692,RRBB TUSC SU;HAYNE,020-03,23.0,,,380.0,,3000.0,2520,2531,111692,32.104064942730396,-93.4184825645723,
95016,53343,1555272,735192,N,1,3,2152,K029,,17017040710000,111707,ACME BRICK CO,002,23.0,,,0.0,,840.0,791,797,111707,32.679748750699396,-93.9454885515921,
8853,53346,2039739,668837,N,1,3,2216,T4402,,17073003360000,111714,HOSS 7300 RA SUB;HAMMONDS,002,33.0,,,0.0,,8930.0,7234,7252,111714,32.505451560907396,-92.37125070176269,
8854,53346,2039739,668837,N,1,3,2216,T4402,,17073003360000,111714,HOSS 7300 RA SUB;HAMMONDS,002,33.0,,,0.0,,8930.0,7234,7252,111714,32.505451560907396,-92.37125070176269,
64037,53367,1669683,512957,N,1,3,7651,2475,,17031008960000,111776,CALVERT ET AL A,002,20.0,,,0.0,,4800.0,4642,4650,111776,32.0725664952382,-93.5665877328565,
64485,53402,2077540,413134,N,1,3,7130,R250,,17059005810000,111871,WX G1 RA SU344;TREMONT B,002,33.0,,,0.0,,3520.0,2770,2789,111871,31.802371842764202,-92.25054610122508,
63227,53413,2069629,412798,N,1,5,7130,G6763,,17059033140000,111894,TREMONT A,002X,20.0,,,0.0,,2492.0,1364,1366,111894,31.8014956815028,-92.2760139564943,
63228,53413,2069629,412798,N,1,5,7130,G6763,,17059033140000,111894,TREMONT A,002X,20.0,,,0.0,,2492.0,1364,1366,111894,31.8014956815028,-92.2760139564943,
44639,53417,1705882,529136,N,1,3,7651,B300,,17081002900000,111899,RRBB TUSC SU;CLIFT,013-06,23.0,,,0.0,,3500.0,2539,2546,111899,32.117965419313606,-93.4501828933378,
103549,53427,1570448,807077,N,1,3,2152,9999,,17017047620000,111915,JOLLEY A,001,28.0,,,0.0,,1002.0,0,0,111915,32.877842571688596,-93.89918821282049,
38050,53470,1720938,526533,N,1,3,7651,B300,,17081002010000,112003,RRBB TUSC SU;MARTIN,016-11,23.0,,,0.0,,2763.0,2608,2612,112003,32.1111635047304,-93.40148304408591,
113964,53514,1526689,683591,N,1,3,4313,M146,,17017038590000,112072,MILES,001,23.0,,,0.0,,2435.0,2328,2354,112072,32.5368560718904,-94.03599381821671,
114309,53515,1526355,683923,N,1,3,4313,M146,,17017038600000,112073,MILES,002,23.0,,,0.0,,2435.0,2322,2342,112073,32.537755486740004,-94.03709274381771,
134251,53536,2114649,243518,N,1,3,1504,6434,,17079005200000,112114,WILSON,002,23.0,,,0.0,,5760.0,5607,5613,112114,31.335787555008697,-92.13293641480871,
86975,53547,1567833,745143,N,1,3,2152,5833,,17017040650000,112126,BRANDON,002,28.0,,,175.0,,2302.0,2230,2236,112126,32.707549866349304,-93.9050902899674,
18087,53584,2089908,734386,N,1,3,6824,E7064,,17111021750000,112215,CUMMINGS,003,33.0,,,0.0,,2306.0,2195,2256,112215,32.6853446483208,-92.20794568609591,
63407,53586,2073437,414544,N,1,3,7130,R250,,17059005790000,112217,WX H RA SU318;TREMONT B,010,33.0,,,0.0,,3513.0,3281,3282,112217,31.806273301454898,-92.2637438605064,
59318,53607,2163295,778253,N,1,3,6824,4224,,17067001340000,112271,PERRY,003,28.0,,,0.0,,2650.0,2239,2244,112271,32.805138462596695,-91.96873797766241,
114545,53639,1526056,682436,N,1,3,4313,M146,,17017038560000,112328,MILES,007,23.0,,,0.0,,2435.0,2310,2340,112328,32.5336571082282,-94.03799442552919,
117504,53699,1543201,781786,N,1,3,2152,C400,,17017046870000,112453,WOODALL-CRYSTAL D,009,33.0,,,0.0,,1090.0,1010,1018,112453,32.8073454625123,-93.9867894963748,
117837,53700,1543220,783205,N,1,3,2152,C400,,17017046840000,112454,WOODALL-CRYSTAL D,007,33.0,,,0.0,,,1020,1028,112454,32.8112456434598,-93.986790997411,
86933,53731,1576337,772724,N,1,3,2152,1822,,17017045380000,112516,GAMM F A,009,23.0,,,0.0,,1590.0,1370,1522,112516,32.7836464002029,-93.87858781547109,
86737,53732,1576707,772865,N,1,3,2152,1822,,17017045370000,112517,GAMM F A,008,23.0,,,0.0,,1606.0,1399,1556,112517,32.7840468135216,-93.8773899501478,
83697,53745,1579760,766277,N,1,3,2152,G138,,17017046710000,112552,J C DUCOTE,003,23.0,,,0.0,,1601.0,1440,1581,112552,32.766048468894894,-93.8671875651712,
137149,53760,2324713,396786,N,1,3,5655,M259,,17107007620000,112625,G M RHODES,010,33.0,,,0.0,,5000.0,4425,4430,112625,31.7533669156236,-91.4554269495879,
16663,53775,1991660,484123,N,1,3,4786,M7343,,17127010850000,112679,TREMONT,E-15,33.0,,,0.0,,1145.0,1140,1145,112679,31.9977657075956,-92.5270552123431,
91483,53779,1567022,763201,N,1,3,2152,0032,,17017039520000,112685,GAMM,098,33.0,,,0.0,,1561.0,1370,1514,112685,32.757146889423,-93.90848901253229,
115339,53785,1713698,315321,N,1,3,3928,3375,,17085007720000,112725,4 L CO,005-9,23.0,,,0.0,,3469.0,3362,3375,112725,31.5303795464361,-93.4190813530207,
105912,53789,1567826,808567,N,1,3,2152,9999,,17017047680000,112730,JOLLY,009,28.0,,,0.0,,1040.0,0,0,112730,32.8818437345179,-93.9077899376198,
37859,53792,2101556,799584,N,1,3,6824,W044,,17111004780000,112738,JAMES R WHITE,002,28.0,,,0.0,,2310.0,2195,2205,112738,32.8644377625279,-92.16944271989608,
131758,53798,2109076,258049,N,1,3,1512,9999,,17079002930000,112747,PAUL 1 SU 115;REEVES-VOLTZ UN,001,28.0,,,0.0,,5589.0,5080,5086,112747,31.3757857575895,-92.15063635082849,
126980,53802,1534383,808254,N,1,3,2152,0672,,17017048790000,112763,BROWNING,002,28.0,,,0.0,,2673.0,0,0,112763,32.8797433746945,-94.0166886230637,
24257,53819,1829392,844477,N,1,3,4457,W5283,,17027017170000,112806,J B GLOVER,002,33.0,,,0.0,,4586.0,4496,4500,112806,32.9870446432309,-93.05647107215358,
19222,53831,2088891,746535,N,1,3,6824,E7064,,17111022970000,112828,MLGC FEE GAS,578,33.0,,,0.0,,2402.0,2098,2160,112828,32.7187425701829,-92.21114564723742,
83338,53842,1582154,770831,N,1,3,2152,C426,,17017042540000,112852,NOEL B,018,33.0,,,0.0,,1574.0,1405,1548,112852,32.778646200490996,-93.85958656153342,
83281,53843,1582149,770431,N,1,3,2152,C426,,17017042550000,112853,NOEL B,019,33.0,,,0.0,,1602.0,1445,1546,112853,32.777546780853896,-93.85958651113009,
91951,53844,1567045,764984,N,1,3,2152,C426,,17017046540000,112854,NORTH,018,33.0,,,0.0,,1550.0,1410,1527,112854,32.7620476141154,-93.9084895416586,
138666,53878,2333634,384287,N,1,3,5655,M259,,17029007640000,112953,VU4;A B LEARNED,010,33.0,,,0.0,,5000.0,3657,3662,112953,31.7187674408959,-91.4271244484715,
138667,53878,2333634,384287,N,1,3,5655,M259,,17029007640000,112953,VU4;A B LEARNED,010,33.0,,,0.0,,5000.0,3657,3662,112953,31.7187674408959,-91.4271244484715,
17016,53883,1992156,482523,N,1,3,4786,M7343,,17127010950000,112966,TREMONT,A-16,33.0,,,0.0,,1126.0,1118,1126,112966,31.9933676486663,-92.52545393682199,
138288,53913,2334709,391864,N,1,3,5655,M259,,17029005520000,113036,D V APPLEGATE,016,33.0,,,820.0,,4700.0,3390,3394,113036,31.739567402355398,-91.4234252185597,
137056,53914,2325126,399119,N,1,3,5655,R249,,17107007560000,113037,LSJ SU;U,070,33.0,,,0.0,,9108.0,8392,8408,113037,31.7597693071071,-91.4540258143818,
2790,53916,1848490,653113,N,1,3,2000,T287,,17013001010000,113043,HOSS B SUE;IRMA JONES,001-ALT,33.0,,,0.0,,9500.0,8948,9018,113043,32.4613582192381,-92.99136842159821,
2791,53916,1848490,653113,N,1,3,2000,T287,,17013001010000,113043,HOSS B SUE;IRMA JONES,001-ALT,33.0,,,0.0,,9500.0,8948,9018,113043,32.4613582192381,-92.99136842159821,
2792,53916,1848490,653113,N,1,3,2000,T287,,17013001010000,113043,HOSS B SUE;IRMA JONES,001-ALT,33.0,,,0.0,,9500.0,8948,9018,113043,32.4613582192381,-92.99136842159821,
37180,53926,2150893,680214,N,1,3,6824,1676,,17073005280000,113063,WEIR-HENSON,002,23.0,,,0.0,,2504.0,2227,2236,113063,32.535846573499605,-92.01053925008051,
61823,53947,2031578,396946,N,1,3,9031,9999,120.0,17043001720000,113203,SWOPE,009,28.0,,,1440.0,,1638.0,1594,1596,113203,31.7580744661263,-92.3985471012446,
112854,53952,1526749,639929,N,1,3,4313,G125,,17017038440000,113220,SONIAT A,002,33.0,,,0.0,,2558.0,2408,2426,113220,32.4168590140317,-94.0337953353591,
104833,53961,1718743,326264,N,1,3,3928,1060,,17085006580000,113235,MANSFIELD HDW LBR CO,001,28.0,,,0.0,,1073.0,0,0,113235,31.560578559218197,-93.4031822853655,
138531,53991,2334531,387898,N,1,3,5655,M259,,17029007330000,113354,PAN AM LIFE INS 1,022,33.0,,,0.0,,5000.0,4404,4408,113354,31.728669684495397,-91.42412443008041,
138532,53991,2334531,387898,N,1,3,5655,M259,,17029007330000,113354,PAN AM LIFE INS 1,022,33.0,,,0.0,,5000.0,4404,4408,113354,31.728669684495397,-91.42412443008041,
138458,53992,2333144,386647,N,1,3,5655,M259,,17029007460000,113355,PAN AM LIFE INS 1,023,33.0,,,0.0,,,3416,3420,113355,31.7252684436836,-91.4286252590025,
138459,53992,2333144,386647,N,1,3,5655,M259,,17029007460000,113355,PAN AM LIFE INS 1,023,33.0,,,0.0,,,3416,3420,113355,31.7252684436836,-91.4286252590025,
138460,53992,2333144,386647,N,1,3,5655,M259,,17029007460000,113355,PAN AM LIFE INS 1,023,33.0,,,0.0,,,3416,3420,113355,31.7252684436836,-91.4286252590025,
61703,54026,2031515,397128,N,1,3,9031,9999,100.0,17043001730000,113478,SWOPE,010,28.0,,,,,1630.0,1594,1596,113478,31.758574961605703,-92.3987492604877,
63984,54035,1669808,513065,N,1,3,7651,2475,,17031008970000,113521,CALVERT ET AL A,003,20.0,,,190.0,,2700.0,2474,2480,113521,32.0728667494015,-93.5661876227326,
46993,54036,1746264,834601,N,1,3,8238,1994,,17119004310000,113523,WISE A,001,33.0,,,1200.0,,5890.0,5814,5818,113523,32.9584442426712,-93.32727925758729,
103873,54052,1568658,804044,N,1,3,2152,0492,,17017048270000,113597,JOLLEY ETAL,E-1,28.0,,,0.0,,1154.0,0,0,113597,32.869444274679104,-93.9048894868911,
76573,54053,1633784,825460,N,1,3,1720,5869,,17015003470000,113601,J E RODGERS,001,28.0,,,1050.0,,6470.0,0,0,113601,32.930441190043304,-93.69358409593029,
119695,54054,1529777,745541,N,1,5,2152,1994,,17017072030000,113602,SL 173,045,34.0,,,0.0,,2417.0,2324,2344,113602,32.7072277814304,-94.02880860295929,
120483,54056,1529146,747531,N,1,5,2152,1994,,17017072010000,113604,SL 173,043,34.0,,,0.0,,2500.0,2302,2310,113604,32.712672048787496,-94.0309509936245,
65116,54061,1665654,512706,N,1,3,7651,3096,,17031008940000,113612,RRBB NAB PXY RC SU;STH,008-4,34.0,,,0.0,,2730.0,2531,2547,113612,32.0717669585214,-93.5795864549185,
65117,54061,1665654,512706,N,1,3,7651,3096,,17031008940000,113612,RRBB NAB PXY RC SU;STH,008-4,34.0,,,0.0,,2730.0,2531,2547,113612,32.0717669585214,-93.5795864549185,
12910,54065,1807785,767237,N,1,3,4589,4063,,17027020490000,113618,WM CHATMAN,001-D,33.0,,,0.0,,5590.0,4896,4904,113618,32.774451453415,-93.12547226248991,
53959,54081,2059281,426592,N,1,3,9031,3525,,17059004530000,113702,URANIA LUMBER CO,002,33.0,,,0.0,,1590.0,1550,1555,113702,31.8394706290541,-92.30924625038371,
79355,54091,1582875,732689,N,1,3,2152,1060,,17017039170000,113729,GLEASON,001,23.0,,,0.0,,2502.0,0,0,113729,32.6738503828389,-93.8556895488173,
53706,54093,2059032,426992,N,1,3,9031,3525,,17059004540000,113735,URANIA LUMBER CO,003,33.0,,,0.0,,1575.0,1557,1560,113735,31.840571452682,-92.3100458602458,
65045,54108,2074878,409127,N,1,3,7130,R250,,17059005960000,113803,WX E1 RA SU411;TREMONT B,008,33.0,,,0.0,,3517.0,2268,2271,113803,31.791372917016698,-92.2591436753717,
65046,54108,2074878,409127,N,1,3,7130,R250,,17059005960000,113803,WX E1 RA SU411;TREMONT B,008,33.0,,,0.0,,3517.0,2268,2271,113803,31.791372917016698,-92.2591436753717,
71331,54121,1610168,679529,N,1,3,8254,9999,,17017038450000,113877,HYCALOG TEST,001,28.0,,,0.0,,1800.0,0,0,113877,32.5286567845822,-93.7649884252187,
33029,54151,2133205,733439,N,1,3,6824,E7064,,17073000150000,114000,HARRELL SU702;A L SMITH J,006-D,33.0,,,0.0,,2310.0,2249,2253,114000,32.6823426245144,-92.06724170117208,
64075,54158,2169421,790299,N,1,5,6824,T129,,17067000810000,114022,HARRELL SU424;GEORGIA PACIFIC,B-10,33.0,,,0.0,,2550.0,2477,2479,114022,32.8381597023549,-91.94860303167151,
17056,54165,1992280,482377,N,1,3,4786,M7343,,17127011020000,114041,TREMONT,A-18,33.0,,,0.0,,1117.0,1108,1117,114041,31.9929663757482,-92.5250538378195,
64728,54195,2205895,627137,N,1,3,7696,5752,,17083008690000,114168,PARDUE,001,28.0,,,0.0,,2406.0,2318,2336,114168,32.3891496872048,-91.83313555024749,
131962,54223,2316264,465603,N,1,3,4565,9999,,17107003990000,114259,ULMER,001,28.0,,,0.0,,8489.0,8332,8354,114259,31.942761829351397,-91.4805266026524,
138880,54226,2335593,384271,N,1,3,5655,M259,,17029006850000,114271,L R ALWOOD,008,33.0,,,0.0,,5050.0,3676,3680,114271,31.718669983452,-91.42082483938628,
138881,54226,2335593,384271,N,1,3,5655,M259,,17029006850000,114271,L R ALWOOD,008,33.0,,,0.0,,5050.0,3676,3680,114271,31.718669983452,-91.42082483938628,
138752,54233,2337412,388981,N,1,3,5655,M259,,17029006670000,114286,PAN AM LIFE INS 2,003,33.0,,,0.0,,10451.0,3424,3424,114286,31.7315678946911,-91.4148233086393,
113914,54239,1531832,722815,N,1,3,2152,2449,,17017036460000,114298,POURTEAU,B-6,28.0,,,0.0,,800.0,0,0,114298,32.644852650227605,-94.0210925842616,
138885,54243,2335869,384637,N,1,3,5655,M259,,17029006860000,114328,L R ALWOOD,009,33.0,,,0.0,,5150.0,3640,3661,114328,31.7196685637355,-91.4199254980601,
138498,54247,2335047,389212,N,1,3,5655,M259,,17029007210000,114335,D V APPLEGATE,015,33.0,,,0.0,,3703.0,3405,3407,114335,31.732267792164897,-91.4224227845166,
94871,54254,1580103,808082,N,1,3,2152,2388,,17017048070000,114366,HOSS-KENDRICK,015,33.0,,,0.0,,1023.0,1019,1023,114366,32.880943064209596,-93.86778718724442,
137057,54265,2325126,399119,N,1,3,5655,R249,,17107007560000,114411,LSJ SU;U,070-D,33.0,,,0.0,,9108.0,8328,8336,114411,31.7597693071071,-91.4540258143818,
138762,54275,2335485,385797,N,1,3,5655,M259,,17029006870000,114437,VU3;WALTER BEASLEY,002,33.0,,,0.0,,5000.0,3648,3661,114437,31.7228679349998,-91.42112331490351,
53592,54276,2057821,426517,N,1,3,9031,M7343,,17059001150000,114442,URANIA LBR CO A,004,33.0,,,0.0,,1570.0,1556,1570,114442,31.839271434119897,-92.3139483132265,
17071,54290,1992342,482304,N,1,3,4786,M7343,,17127010940000,114490,TREMONT,D-1,33.0,,,0.0,,1112.0,1104,1112,114490,31.992765738808604,-92.5248537896183,
24790,54303,1853649,449447,N,1,3,1648,C441,,17069001270000,114522,BLKE PET SU;MARTIN TIMBER,005,34.0,,,0.0,,8215.0,8055,8059,114522,31.9015653933438,-92.97176871090159,
53535,54309,2057945,426699,N,1,3,9031,M7343,,17059001140000,114534,URANIA LBR CO A,008,33.0,,,0.0,,1573.0,1560,1573,114534,31.839771175027,-92.31354799246591,
87537,54345,1573006,765597,N,1,5,2152,2667,,17017103010000,114647,F J SMITH,010,28.0,,,0.0,,,1383,1523,114647,32.7639436803154,-93.88912723384479,
134309,54368,1653927,284124,N,1,3,7309,9999,,17085039570000,114726,J K PHARES,001,28.0,,,0.0,,2450.0,0,0,114726,31.4430826124608,-93.6098869281883,
16366,54376,1989211,484633,N,1,3,4786,M7343,,17127011220000,114762,TREMONT LUMBER CO C,007,33.0,,,0.0,,1131.0,1125,1131,114762,31.999165744134398,-92.5349558598437,
53722,54388,2141890,796820,N,1,3,6824,T129,,17067003980000,114799,TENSAS DELTA FEE,004,33.0,,,0.0,,,2123,2186,114799,32.8564348281734,-92.03813809188759,
66402,54394,2211196,633464,N,1,3,7696,5752,,17083008470000,114805,HOWARD BOUGHTON,001,23.0,,,0.0,,2364.0,2310,2328,114805,32.406449531271896,-91.8158334158256,
21863,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21864,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21865,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21866,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21867,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21868,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
21869,54418,1856664,457728,N,1,3,1648,C441,,17069001060000,114938,BLKE PET SU;TEAGLE,001,34.0,,,0.0,,8160.0,7966,7076,114938,31.9243660008902,-92.96216663583799,
22766,54419,1856248,454856,N,1,3,1648,C441,,17069001100000,114939,BLKE PET SU;MARTIN TIMBER,B-1,34.0,,,0.0,,8175.0,7968,7988,114939,31.9164658606537,-92.9634679639072,
22767,54419,1856248,454856,N,1,3,1648,C441,,17069001100000,114939,BLKE PET SU;MARTIN TIMBER,B-1,34.0,,,0.0,,8175.0,7968,7988,114939,31.9164658606537,-92.9634679639072,
22768,54419,1856248,454856,N,1,3,1648,C441,,17069001100000,114939,BLKE PET SU;MARTIN TIMBER,B-1,34.0,,,0.0,,8175.0,7968,7988,114939,31.9164658606537,-92.9634679639072,
21301,54434,2099479,744273,N,1,3,6824,E7064,,17111020670000,114988,MLGC FEE GAS,584,33.0,,,0.0,,2205.0,2072,2145,114988,32.7124432125917,-92.1767436785095,
23229,54457,1853019,454361,N,1,3,1648,C441,,17069001090000,115055,BLKE PET SU;HEFNER,008,34.0,,,0.0,,8150.0,7968,7980,115055,31.9150666492983,-92.97386804333941,
23230,54457,1853019,454361,N,1,3,1648,C441,,17069001090000,115055,BLKE PET SU;HEFNER,008,34.0,,,0.0,,8150.0,7968,7980,115055,31.9150666492983,-92.97386804333941,
23231,54457,1853019,454361,N,1,3,1648,C441,,17069001090000,115055,BLKE PET SU;HEFNER,008,34.0,,,0.0,,8150.0,7968,7980,115055,31.9150666492983,-92.97386804333941,
23232,54457,1853019,454361,N,1,3,1648,C441,,17069001090000,115055,BLKE PET SU;HEFNER,008,34.0,,,0.0,,8150.0,7968,7980,115055,31.9150666492983,-92.97386804333941,
79023,54462,1661630,423694,N,1,3,7405,3096,,17085001220000,115060,LOGAN,059,34.0,,,0.0,,4370.0,3308,3312,115060,31.8269714148841,-93.58968907974291,
105354,54463,1674930,356704,N,1,3,9971,B191,,17085030680000,115064,R G GREER,001,23.0,,,0.0,,1510.0,0,0,115064,31.6431775732595,-93.54478670420971,
90719,54476,1569829,768623,N,1,3,2152,6131,,17017046520000,115095,BRADFORD A,003,23.0,,,0.0,,1581.0,1388,1524,115095,32.772147139471805,-93.89958751467199,
103123,54492,1572707,810833,N,1,3,2152,2388,,17017047880000,115149,MRS A M ALLEN ETAL,005,33.0,,,0.0,,1093.0,1056,1063,115149,32.888243935582196,-93.8919886465898,
136989,54500,2324350,399002,N,1,3,5655,M259,,17107007580000,115169,3650 RA SUD;G M RHODES,012,33.0,,,0.0,,5000.0,3629,3635,115169,31.7594682430171,-91.45652615654319,
53743,54508,2058008,426299,N,1,3,9031,M7343,,17059001120000,115191,URANIA LUMBER CO D,001,33.0,,,0.0,,1570.0,1566,1570,115191,31.838671256163398,-92.31334732001422,
116263,54548,2108955,305262,N,1,3,2384,S229,,17059020110000,115310,WX B RF SUB;SL 1462,001,33.0,,,0.0,,4510.0,3971,3974,115310,31.505581322424103,-92.15053781518878,
116264,54548,2108955,305262,N,1,3,2384,S229,,17059020110000,115310,WX B RF SUB;SL 1462,001,33.0,,,0.0,,4510.0,3971,3974,115310,31.505581322424103,-92.15053781518878,
116265,54548,2108955,305262,N,1,3,2384,S229,,17059020110000,115310,WX B RF SUB;SL 1462,001,33.0,,,0.0,,4510.0,3971,3974,115310,31.505581322424103,-92.15053781518878,
61434,54581,2030272,397054,N,1,3,9031,3479,,17043001850000,115420,SWOPE A SWD,003,28.0,,,0.0,,1609.0,1604,1609,115420,31.7583746589277,-92.4027488218008,
53601,54597,2057573,426335,N,1,3,9031,M7343,,17059001400000,115468,URANIA LUMBER CO D,003,33.0,,,0.0,,1641.0,1546,1553,115468,31.8387722757762,-92.31474794488899,
62831,54601,1680606,501865,N,1,3,7651,5467,,17031009940000,115477,MINOR,001,33.0,,,0.0,,12276.0,3230,3234,115477,32.042366439085995,-93.5309845989073,
77543,54632,1586108,710417,N,1,3,9715,S091,,17017600010000,115526,SNELLING,001,23.0,,,0.0,,2810.0,0,0,115526,32.612751853452394,-93.84428699874029,
85855,54636,1578200,772997,N,1,5,2152,J020,,17017098100000,115532,FIEST,007,33.0,,,0.0,,1614.0,1372,1532,115532,32.7844616252248,-93.8725383005134,
55241,54652,1678888,532803,N,1,3,7651,C194,,17031012490000,115582,FARMER C,007,23.0,,,0.0,,2920.0,2742,2746,115582,32.1273653678904,-93.53748399320119,
55242,54652,1678888,532803,N,1,3,7651,C194,,17031012490000,115582,FARMER C,007,23.0,,,0.0,,2920.0,2742,2746,115582,32.1273653678904,-93.53748399320119,
55243,54652,1678888,532803,N,1,3,7651,C194,,17031012490000,115582,FARMER C,007,23.0,,,0.0,,2920.0,2742,2746,115582,32.1273653678904,-93.53748399320119,
55244,54652,1678888,532803,N,1,3,7651,C194,,17031012490000,115582,FARMER C,007,23.0,,,0.0,,2920.0,2742,2746,115582,32.1273653678904,-93.53748399320119,
55245,54652,1678888,532803,N,1,3,7651,C194,,17031012490000,115582,FARMER C,007,23.0,,,0.0,,2920.0,2742,2746,115582,32.1273653678904,-93.53748399320119,
113462,54676,1557386,806644,N,1,5,2152,0492,,17017100620000,115651,CAPI NAC FF-1 SU;CALDWELL,036,33.0,,,0.0,,1038.0,1036,1038,115651,32.876182149713806,-93.9417065758737,
22711,54707,1853399,456032,N,1,3,1648,C441,,17069001080000,115691,BLKE PET SU;HEFNER,009,34.0,,,0.0,,8136.0,7939,7950,115691,31.9196648692206,-92.9726667898147,
22712,54707,1853399,456032,N,1,3,1648,C441,,17069001080000,115691,BLKE PET SU;HEFNER,009,34.0,,,0.0,,8136.0,7939,7950,115691,31.9196648692206,-92.9726667898147,
22713,54707,1853399,456032,N,1,3,1648,C441,,17069001080000,115691,BLKE PET SU;HEFNER,009,34.0,,,0.0,,8136.0,7939,7950,115691,31.9196648692206,-92.9726667898147,
138679,54718,2336054,387913,N,1,3,5655,M259,,17029006730000,115725,VU2;PAN AM LIFE INS 2,003,33.0,,,0.0,,5000.0,3675,3680,115725,31.7286692589586,-91.4192254767023,
53669,54739,2058225,426590,N,1,3,9031,M7343,,17059004570000,115773,URANIA LBR CO C,002,33.0,,,0.0,,1575.0,1565,1575,115773,31.8394701997468,-92.31264690705481,
51515,54766,2146664,779631,N,1,3,6824,E7064,,17067200040000,115866,CROSSETT TBR & DEV CO INC J,087,33.0,,,0.0,,2510.0,2163,2197,115866,32.809138398785,-92.0228398919946,
51451,54768,2150074,772987,N,1,3,6824,E7064,,17067200060000,115868,CROSSETT TBR & DEV CO INC J,089,33.0,,,0.0,,2394.0,2173,2205,115868,32.7908370279784,-92.0118397288228,
