,Unnamed: 0,Lambert-X,Lambert-Y,Zone,Coord System,Coord Source,Field ID,Org ID,Area USDW Value,API Num,Serial Num,Well Name,Well Num,Well Status,Class,Class Type,USDW Value,Source Area USDW Value,Measured Depth,Upper Perf,Lower Perf,Well Serial Num,Latitude,Longitude
64763,63008,2085048,417081,N,1,3,7130,X004,,17059210330000,144236,LOUISIANA CENTRAL SWD,054-A,9.0,II,5,1080.0,,2860.0,1275,1300,144236,31.813172437815197,-92.2263458886911
5797,63062,1988580,723315,N,1,3,9056,E215,,17061200920000,144349,UNV VN RE GSA;M A DUKE,ES-6,9.0,II,11-FS,0.0,,8859.0,8832,8846,144349,32.655249496757804,-92.53725519976021
5496,63063,1988671,718804,N,1,3,9056,E215,,17061200930000,144350,UNV VN RE GSA;HURLEY,ES-10,9.0,II,11-FS,0.0,,9009.0,8984,9004,144350,32.6428511143151,-92.5369545244902
6084,63064,1992212,723423,N,1,3,9056,E215,,17061200940000,144351,UNV VN RE GSA;OWENS,ES-7,9.0,II,11-FS,0.0,,8767.0,8744,8753,144351,32.655549021354396,-92.5254549734654
6218,63065,1994213,723204,N,1,3,9056,E215,,17061200950000,144352,UNV VN RE GSA;OWENS,ES-12,9.0,II,11-FS,0.0,,8761.0,8743,8753,144352,32.654948119250996,-92.51895361009069
5201,63093,1983561,719643,N,1,3,9056,E215,,17061200960000,144397,UNV VN RE GSA;LEACHMAN,ES-9,9.0,II,11-FS,0.0,,8940.0,8914,8937,144397,32.6451515143801,-92.5535559364157
5527,63094,1984486,723208,N,1,3,9056,E215,,17061200970000,144398,UNV VN RE GSA;UNITED,ES-8,9.0,II,11-FS,0.0,,8845.0,8824,8840,144398,32.6549510751955,-92.5505563757707
6220,63102,1998152,718765,N,1,3,9056,E215,,17061200980000,144434,UNV VN RE GSA;TRUETT,ES-13,9.0,II,11-FS,0.0,,8907.0,8890,8899,144434,32.6427486032117,-92.5061550645574
5777,63103,1993812,717274,N,1,3,9056,E215,,17061200990000,144435,UNV VN RE GSA;J E WHITE,ES-11,9.0,II,11-FS,0.0,,8955.0,8933,8954,144435,32.63864936337,-92.52025282060521
6512,63111,2000000,720184,N,1,3,9056,E215,,17061201000000,144457,UNV VN RE GSA;GREEN,ES-15,9.0,V,11-FO,0.0,,8850.0,8817,8821,144457,32.646648767369896,-92.50015177384181
34651,63326,1689895,623930,N,1,4,3608,A1760,370.0,17015204890000,144959,ELM GROVE PLANTATION SWD,004,9.0,II,5,,,9000.0,3032,3048,144959,32.3781347617341,-93.5046556857135
34652,63326,1689895,623930,N,1,4,3608,A1760,370.0,17015204890000,144959,ELM GROVE PLANTATION SWD,004,9.0,II,5,,,9000.0,3032,3048,144959,32.3781347617341,-93.5046556857135
34653,63326,1689895,623930,N,1,4,3608,A1760,370.0,17015204890000,144959,ELM GROVE PLANTATION SWD,004,9.0,II,5,,,9000.0,3032,3048,144959,32.3781347617341,-93.5046556857135
34654,63326,1689895,623930,N,1,4,3608,A1760,370.0,17015204890000,144959,ELM GROVE PLANTATION SWD,004,9.0,II,5,,,9000.0,3032,3048,144959,32.3781347617341,-93.5046556857135
983,63462,1874165,676345,N,1,4,113,M1120,,17013202520000,145257,STORAGE WELL E,004,9.0,II,11-L,0.0,,3098.0,1778,3088,145257,32.5255070404254,-92.90841097218271
984,63462,1874165,676345,N,1,4,113,M1120,,17013202520000,145257,STORAGE WELL E,004,9.0,II,11-L,0.0,,3098.0,1778,3088,145257,32.5255070404254,-92.90841097218271
95723,63522,1568400,781705,N,1,3,2152,T046,,17017214040000,145392,D H RAINES A,090,9.0,II,9-IW,0.0,,3010.0,2954,2960,145392,32.8080468308687,-93.90478711546609
95724,63522,1568400,781705,N,1,3,2152,T046,,17017214040000,145392,D H RAINES A,090,9.0,II,9-IW,0.0,,3010.0,2954,2960,145392,32.8080468308687,-93.90478711546609
65091,63548,2077391,410551,N,1,3,7130,P158,,17059005880000,145481,TREMONT H SWD,016,9.0,II,5-C,0.0,,2415.0,1280,1300,145481,31.795271964281103,-92.25104476533001
65092,63548,2077391,410551,N,1,3,7130,P158,,17059005880000,145481,TREMONT H SWD,016,9.0,II,5-C,0.0,,2415.0,1280,1300,145481,31.795271964281103,-92.25104476533001
65093,63548,2077391,410551,N,1,3,7130,P158,,17059005880000,145481,TREMONT H SWD,016,9.0,II,5-C,0.0,,2415.0,1280,1300,145481,31.795271964281103,-92.25104476533001
65094,63548,2077391,410551,N,1,3,7130,P158,,17059005880000,145481,TREMONT H SWD,016,9.0,II,5-C,0.0,,2415.0,1280,1300,145481,31.795271964281103,-92.25104476533001
65095,63548,2077391,410551,N,1,3,7130,P158,,17059005880000,145481,TREMONT H SWD,016,9.0,II,5-C,0.0,,2415.0,1280,1300,145481,31.795271964281103,-92.25104476533001
133045,63624,2316463,451018,N,1,3,4565,M259,,17107004770000,145625,R D SHELLEY S SWD,002,9.0,II,5,0.0,,3141.0,2350,2450,145625,31.902663795113803,-91.4803274236001
60836,63736,2048813,406933,N,1,3,9031,R250,101.0,17059208950000,145854,URANIA G SWD,017,9.0,II,5,1320.0,,1604.0,1508,1574,145854,31.7854730178154,-92.3430475985845
60837,63736,2048813,406933,N,1,3,9031,R250,101.0,17059208950000,145854,URANIA G SWD,017,9.0,II,5,1320.0,,1604.0,1508,1574,145854,31.7854730178154,-92.3430475985845
60838,63736,2048813,406933,N,1,3,9031,R250,101.0,17059208950000,145854,URANIA G SWD,017,9.0,II,5,1320.0,,1604.0,1508,1574,145854,31.7854730178154,-92.3430475985845
60839,63736,2048813,406933,N,1,3,9031,R250,101.0,17059208950000,145854,URANIA G SWD,017,9.0,II,5,1320.0,,1604.0,1508,1574,145854,31.7854730178154,-92.3430475985845
14281,63824,1807095,775537,N,1,3,4589,B382,,17027202530000,146029,HO NAC SU;LANGSTON ETAL 19-7,001,9.0,II,9-IW,470.0,,1325.0,1075,1198,146029,32.7972512119474,-93.12787333145941
14282,63824,1807095,775537,N,1,3,4589,B382,,17027202530000,146029,HO NAC SU;LANGSTON ETAL 19-7,001,9.0,II,9-IW,470.0,,1325.0,1075,1198,146029,32.7972512119474,-93.12787333145941
14283,63824,1807095,775537,N,1,3,4589,B382,,17027202530000,146029,HO NAC SU;LANGSTON ETAL 19-7,001,9.0,II,9-IW,470.0,,1325.0,1075,1198,146029,32.7972512119474,-93.12787333145941
14269,63825,1805643,774126,N,1,3,4589,B382,,17027202540000,146030,HO NAC SU;LANGSTON ETAL 19-13,001,9.0,II,9-IW,710.0,,1160.0,942,1058,146030,32.7933501581043,-93.1325712987764
14270,63825,1805643,774126,N,1,3,4589,B382,,17027202540000,146030,HO NAC SU;LANGSTON ETAL 19-13,001,9.0,II,9-IW,710.0,,1160.0,942,1058,146030,32.7933501581043,-93.1325712987764
14271,63825,1805643,774126,N,1,3,4589,B382,,17027202540000,146030,HO NAC SU;LANGSTON ETAL 19-13,001,9.0,II,9-IW,710.0,,1160.0,942,1058,146030,32.7933501581043,-93.1325712987764
14272,63825,1805643,774126,N,1,3,4589,B382,,17027202540000,146030,HO NAC SU;LANGSTON ETAL 19-13,001,9.0,II,9-IW,710.0,,1160.0,942,1058,146030,32.7933501581043,-93.1325712987764
14652,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14653,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14654,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14655,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14656,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14657,63881,1805040,776276,N,1,3,4589,B382,,17027202570000,146153,HO NAC SU;LANGSTON-BAIRD WI,009,9.0,II,9-IW,510.0,,1312.0,1112,1220,146153,32.799249231642,-93.1345743076863
14819,63882,1805017,777477,N,1,3,4589,B382,,17027202580000,146154,HO NAC SU;PALMER WI,001,9.0,II,9-IW,668.0,,1480.0,1290,1326,146154,32.8025495249202,-93.13467203093201
14820,63882,1805017,777477,N,1,3,4589,B382,,17027202580000,146154,HO NAC SU;PALMER WI,001,9.0,II,9-IW,668.0,,1480.0,1290,1326,146154,32.8025495249202,-93.13467203093201
14821,63882,1805017,777477,N,1,3,4589,B382,,17027202580000,146154,HO NAC SU;PALMER WI,001,9.0,II,9-IW,668.0,,1480.0,1290,1326,146154,32.8025495249202,-93.13467203093201
14822,63882,1805017,777477,N,1,3,4589,B382,,17027202580000,146154,HO NAC SU;PALMER WI,001,9.0,II,9-IW,668.0,,1480.0,1290,1326,146154,32.8025495249202,-93.13467203093201
14823,63882,1805017,777477,N,1,3,4589,B382,,17027202580000,146154,HO NAC SU;PALMER WI,001,9.0,II,9-IW,668.0,,1480.0,1290,1326,146154,32.8025495249202,-93.13467203093201
14463,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14464,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14465,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14466,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14467,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14468,63883,1807813,777497,N,1,3,4589,B382,,17027202590000,146155,HO NAC SU;WEST WI,005,9.0,II,9-IW,610.0,,1460.0,1225,1334,146155,32.8026492428764,-93.1255737875292
14284,63884,1809196,777417,N,1,3,4589,B382,,17027202600000,146156,HO NAC SU;WEST WI,007,9.0,II,9-IW,630.0,,1485.0,1268,1376,146156,32.802451279608604,-93.12107179288749
14285,63884,1809196,777417,N,1,3,4589,B382,,17027202600000,146156,HO NAC SU;WEST WI,007,9.0,II,9-IW,630.0,,1485.0,1268,1376,146156,32.802451279608604,-93.12107179288749
14286,63884,1809196,777417,N,1,3,4589,B382,,17027202600000,146156,HO NAC SU;WEST WI,007,9.0,II,9-IW,630.0,,1485.0,1268,1376,146156,32.802451279608604,-93.12107179288749
14287,63884,1809196,777417,N,1,3,4589,B382,,17027202600000,146156,HO NAC SU;WEST WI,007,9.0,II,9-IW,630.0,,1485.0,1268,1376,146156,32.802451279608604,-93.12107179288749
14288,63884,1809196,777417,N,1,3,4589,B382,,17027202600000,146156,HO NAC SU;WEST WI,007,9.0,II,9-IW,630.0,,1485.0,1268,1376,146156,32.802451279608604,-93.12107179288749
14672,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14673,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14674,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14675,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14676,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14677,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14678,63945,1806246,777470,N,1,3,4589,B382,,17027202610000,146234,HO NAC SU;LANGSTON WI,003,9.0,II,9-IW,615.0,,1432.0,1212,1330,146234,32.8025500378914,-93.1306725423018
14488,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14489,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14490,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14491,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14492,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14493,63946,1806208,776197,N,1,3,4589,B382,,17027202620000,146235,HO NAC SU;LANGSTON WI,011,9.0,II,9-IW,520.0,,1360.0,1133,1242,146235,32.7990508891184,-93.13077209609061
14476,63947,1805002,775003,N,1,3,4589,B382,,17027202630000,146236,HO NAC SU;LANGSTON-BAIRD,WI 15,9.0,II,9-IW,420.0,,1260.0,1016,1130,146236,32.7957500749768,-93.13467370894149
14477,63947,1805002,775003,N,1,3,4589,B382,,17027202630000,146236,HO NAC SU;LANGSTON-BAIRD,WI 15,9.0,II,9-IW,420.0,,1260.0,1016,1130,146236,32.7957500749768,-93.13467370894149
14478,63947,1805002,775003,N,1,3,4589,B382,,17027202630000,146236,HO NAC SU;LANGSTON-BAIRD,WI 15,9.0,II,9-IW,420.0,,1260.0,1016,1130,146236,32.7957500749768,-93.13467370894149
14479,63947,1805002,775003,N,1,3,4589,B382,,17027202630000,146236,HO NAC SU;LANGSTON-BAIRD,WI 15,9.0,II,9-IW,420.0,,1260.0,1016,1130,146236,32.7957500749768,-93.13467370894149
14299,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14300,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14301,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14302,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14303,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14304,63948,1807806,776224,N,1,3,4589,B382,,17027202640000,146237,HO NAC SU;WEST WI,013,9.0,II,9-IW,560.0,,1415.0,1181,1290,146237,32.7991505907293,-93.1255726609951
14077,63949,1809096,776107,N,1,3,4589,B382,,17027202650000,146238,HO NAC SU;WEST WI,014,9.0,II,9-IW,535.0,,1435.0,1162,1274,146238,32.798849473547804,-93.1213727727234
14078,63949,1809096,776107,N,1,3,4589,B382,,17027202650000,146238,HO NAC SU;WEST WI,014,9.0,II,9-IW,535.0,,1435.0,1162,1274,146238,32.798849473547804,-93.1213727727234
14079,63949,1809096,776107,N,1,3,4589,B382,,17027202650000,146238,HO NAC SU;WEST WI,014,9.0,II,9-IW,535.0,,1435.0,1162,1274,146238,32.798849473547804,-93.1213727727234
14309,64047,1806478,775067,N,1,3,4589,B382,,17027202670000,146453,HO NAC SU;PALMER WI,016,9.0,II,9-IW,510.0,,1250.0,1018,1070,146453,32.7959496693596,-93.1298721427323
14310,64047,1806478,775067,N,1,3,4589,B382,,17027202670000,146453,HO NAC SU;PALMER WI,016,9.0,II,9-IW,510.0,,1250.0,1018,1070,146453,32.7959496693596,-93.1298721427323
14311,64047,1806478,775067,N,1,3,4589,B382,,17027202670000,146453,HO NAC SU;PALMER WI,016,9.0,II,9-IW,510.0,,1250.0,1018,1070,146453,32.7959496693596,-93.1298721427323
95514,64406,1563728,767611,N,1,3,2152,2928,,17017215640000,147134,H G DUGGER SWD,016,9.0,II,5,0.0,,1578.0,1378,1523,147134,32.7691479661229,-93.91938973442
95515,64406,1563728,767611,N,1,3,2152,2928,,17017215640000,147134,H G DUGGER SWD,016,9.0,II,5,0.0,,1578.0,1378,1523,147134,32.7691479661229,-93.91938973442
34814,64457,1697917,719696,N,1,3,1432,E205,,17015206340000,147272,BLVU NAC FF 3 SU;BODCAU FEE B,011-6,9.0,II,9-FF,0.0,,450.0,402,412,147272,32.641551249977105,-93.4814805695359
34815,64457,1697917,719696,N,1,3,1432,E205,,17015206340000,147272,BLVU NAC FF 3 SU;BODCAU FEE B,011-6,9.0,II,9-FF,0.0,,450.0,402,412,147272,32.641551249977105,-93.4814805695359
5026,64746,1973500,726052,N,1,3,9056,E215,,17061201110000,147994,UNV VN RW GSA;G B HOGG,O-1,9.0,II,11-FS,0.0,,5418.0,5294,5306,147994,32.6627493316523,-92.5862569518984
52955,64892,1660454,598649,N,1,3,3608,A1760,360.0,17017216680000,148388,HUTCHINSON SWD,002,9.0,II,5,0.0,,9406.0,884,934,148388,32.307860721479805,-93.5991848477368
52956,64892,1660454,598649,N,1,3,3608,A1760,360.0,17017216680000,148388,HUTCHINSON SWD,002,9.0,II,5,0.0,,9406.0,884,934,148388,32.307860721479805,-93.5991848477368
52957,64892,1660454,598649,N,1,3,3608,A1760,360.0,17017216680000,148388,HUTCHINSON SWD,002,9.0,II,5,0.0,,9406.0,884,934,148388,32.307860721479805,-93.5991848477368
52958,64892,1660454,598649,N,1,3,3608,A1760,360.0,17017216680000,148388,HUTCHINSON SWD,002,9.0,II,5,0.0,,9406.0,884,934,148388,32.307860721479805,-93.5991848477368
8250,65046,1816604,710756,N,1,3,5880,N119,,17027203030000,148770,BESSIE SHERRILL ET AL SWD,002,9.0,II,5,1435.0,,9718.0,4590,4630,148770,32.6193555820673,-93.09577258442309
8251,65046,1816604,710756,N,1,3,5880,N119,,17027203030000,148770,BESSIE SHERRILL ET AL SWD,002,9.0,II,5,1435.0,,9718.0,4590,4630,148770,32.6193555820673,-93.09577258442309
8252,65046,1816604,710756,N,1,3,5880,N119,,17027203030000,148770,BESSIE SHERRILL ET AL SWD,002,9.0,II,5,1435.0,,9718.0,4590,4630,148770,32.6193555820673,-93.09577258442309
34745,65065,1698010,719768,N,1,3,1432,E205,,17015206730000,148792,BLVU NAC FF 3 SU;BODCAU FEE B,011-1,9.0,II,9-O,0.0,,445.0,416,424,148792,32.6417514491333,-93.48118059073549
34811,65190,1697091,716902,N,1,3,1432,E205,,17015206930000,149058,BLVU NAC FF 3 SU;BODCAU FEE B,L-8,9.0,II,9-O,0.0,,457.0,385,415,149058,32.6338516756064,-93.48408128342341
123532,65233,1528807,767904,N,1,3,2152,B292,,17017217310000,149148,STANDARD-STILES SWD,022,9.0,II,5-C,285.0,,1920.0,1090,1130,149148,32.7686456918503,-94.0329893243665
123533,65233,1528807,767904,N,1,3,2152,B292,,17017217310000,149148,STANDARD-STILES SWD,022,9.0,II,5-C,285.0,,1920.0,1090,1130,149148,32.7686456918503,-94.0329893243665
123534,65233,1528807,767904,N,1,3,2152,B292,,17017217310000,149148,STANDARD-STILES SWD,022,9.0,II,5-C,285.0,,1920.0,1090,1130,149148,32.7686456918503,-94.0329893243665
55471,65414,2057735,422552,N,1,3,9031,3525,610.0,17059212060000,149464,LA PACIFIC B SWD,001,9.0,II,5,,,1604.0,1572,1580,149464,31.8283718440659,-92.31424703616551
55472,65414,2057735,422552,N,1,3,9031,3525,610.0,17059212060000,149464,LA PACIFIC B SWD,001,9.0,II,5,,,1604.0,1572,1580,149464,31.8283718440659,-92.31424703616551
55473,65414,2057735,422552,N,1,3,9031,3525,610.0,17059212060000,149464,LA PACIFIC B SWD,001,9.0,II,5,,,1604.0,1572,1580,149464,31.8283718440659,-92.31424703616551
133378,65476,2317934,449722,N,1,3,4565,M259,310.0,17107004590000,149576,R D SHELLEY S SWD,003,9.0,II,5,0.0,,3152.0,2020,2385,149576,31.8990630561029,-91.47562675782791
123718,65513,1528499,767909,N,1,3,2152,B292,360.0,17017217880000,149618,STANDARD-STILES SWD,023,9.0,II,5-C,,,1949.0,1120,1192,149618,32.768647450467704,-94.03399137893949
123719,65513,1528499,767909,N,1,3,2152,B292,360.0,17017217880000,149618,STANDARD-STILES SWD,023,9.0,II,5-C,,,1949.0,1120,1192,149618,32.768647450467704,-94.03399137893949
132347,65568,2313945,454814,N,1,3,4565,M259,,17107004340000,149685,R D SHELLEY S SWD,001,9.0,II,5,0.0,,8390.0,2330,2360,149685,31.913163570711102,-91.4883272328473
132348,65568,2313945,454814,N,1,3,4565,M259,,17107004340000,149685,R D SHELLEY S SWD,001,9.0,II,5,0.0,,8390.0,2330,2360,149685,31.913163570711102,-91.4883272328473
99883,66053,1560119,769041,N,1,3,2152,6540,135.0,17017218760000,150686,GOODWIN B SWD,016,9.0,II,5,0.0,,1605.0,932,942,150686,32.7729473013201,-93.93119007821069
99884,66053,1560119,769041,N,1,3,2152,6540,135.0,17017218760000,150686,GOODWIN B SWD,016,9.0,II,5,0.0,,1605.0,932,942,150686,32.7729473013201,-93.93119007821069
99885,66053,1560119,769041,N,1,3,2152,6540,135.0,17017218760000,150686,GOODWIN B SWD,016,9.0,II,5,0.0,,1605.0,932,942,150686,32.7729473013201,-93.93119007821069
99886,66053,1560119,769041,N,1,3,2152,6540,135.0,17017218760000,150686,GOODWIN B SWD,016,9.0,II,5,0.0,,1605.0,932,942,150686,32.7729473013201,-93.93119007821069
103493,66079,1556126,769312,N,1,3,2152,T046,,17017218800000,150744,HICKS SWD,038,9.0,II,5,0.0,,2250.0,1082,1098,150744,32.7735464463575,-93.9441903140087
103494,66079,1556126,769312,N,1,3,2152,T046,,17017218800000,150744,HICKS SWD,038,9.0,II,5,0.0,,2250.0,1082,1098,150744,32.7735464463575,-93.9441903140087
103495,66079,1556126,769312,N,1,3,2152,T046,,17017218800000,150744,HICKS SWD,038,9.0,II,5,0.0,,2250.0,1082,1098,150744,32.7735464463575,-93.9441903140087
91889,66149,1656561,392607,N,1,3,1163,M131,,17085203060000,150873,F S ANDERSON S SWD,003,9.0,II,5,0.0,,2555.0,2398,2402,150873,31.7413737442262,-93.60498955177721
91890,66149,1656561,392607,N,1,3,1163,M131,,17085203060000,150873,F S ANDERSON S SWD,003,9.0,II,5,0.0,,2555.0,2398,2402,150873,31.7413737442262,-93.60498955177721
91891,66149,1656561,392607,N,1,3,1163,M131,,17085203060000,150873,F S ANDERSON S SWD,003,9.0,II,5,0.0,,2555.0,2398,2402,150873,31.7413737442262,-93.60498955177721
91892,66149,1656561,392607,N,1,3,1163,M131,,17085203060000,150873,F S ANDERSON S SWD,003,9.0,II,5,0.0,,2555.0,2398,2402,150873,31.7413737442262,-93.60498955177721
97553,66407,1560890,764555,N,1,3,2152,C426,190.0,17017219330000,151459,ROBINSON SWD,001,9.0,II,5,0.0,,1640.0,864,874,151459,32.760647250556104,-93.92848988958099
97554,66407,1560890,764555,N,1,3,2152,C426,190.0,17017219330000,151459,ROBINSON SWD,001,9.0,II,5,0.0,,1640.0,864,874,151459,32.760647250556104,-93.92848988958099
97555,66407,1560890,764555,N,1,3,2152,C426,190.0,17017219330000,151459,ROBINSON SWD,001,9.0,II,5,0.0,,1640.0,864,874,151459,32.760647250556104,-93.92848988958099
97556,66407,1560890,764555,N,1,3,2152,C426,190.0,17017219330000,151459,ROBINSON SWD,001,9.0,II,5,0.0,,1640.0,864,874,151459,32.760647250556104,-93.92848988958099
91997,66408,1564446,756649,N,1,3,2152,2928,,17017219340000,151460,MUSLOW K SWD,002,9.0,II,5,0.0,,1540.0,806,816,151460,32.739048887699,-93.91658842834259
91998,66408,1564446,756649,N,1,3,2152,2928,,17017219340000,151460,MUSLOW K SWD,002,9.0,II,5,0.0,,1540.0,806,816,151460,32.739048887699,-93.91658842834259
91999,66408,1564446,756649,N,1,3,2152,2928,,17017219340000,151460,MUSLOW K SWD,002,9.0,II,5,0.0,,1540.0,806,816,151460,32.739048887699,-93.91658842834259
133289,66431,2319140,453444,N,1,3,4565,M259,,17107201790000,151506,R D SHELLEY C SWD,001,9.0,II,5,0.0,,3006.0,2260,2300,151506,31.909263132354198,-91.4716269130899
133290,66431,2319140,453444,N,1,3,4565,M259,,17107201790000,151506,R D SHELLEY C SWD,001,9.0,II,5,0.0,,3006.0,2260,2300,151506,31.909263132354198,-91.4716269130899
133291,66431,2319140,453444,N,1,3,4565,M259,,17107201790000,151506,R D SHELLEY C SWD,001,9.0,II,5,0.0,,3006.0,2260,2300,151506,31.909263132354198,-91.4716269130899
30625,66448,2012351,447749,N,1,3,2768,D118,,17127205010000,151583,T J WELLS SWD,001,9.0,II,5,1085.0,,1400.0,1360,1370,151583,31.8977696154837,-92.4603512561967
30626,66448,2012351,447749,N,1,3,2768,D118,,17127205010000,151583,T J WELLS SWD,001,9.0,II,5,1085.0,,1400.0,1360,1370,151583,31.8977696154837,-92.4603512561967
27373,66546,2006206,452003,N,1,3,2768,T029,,17127205070000,151822,CZ FEE TRACT A SWD,015,9.0,II,5,1040.0,,1410.0,1330,1340,151822,31.9094687012184,-92.48015017101329
27374,66546,2006206,452003,N,1,3,2768,T029,,17127205070000,151822,CZ FEE TRACT A SWD,015,9.0,II,5,1040.0,,1410.0,1330,1340,151822,31.9094687012184,-92.48015017101329
83755,66667,2276559,640124,N,1,2,3294,D188,,17083203470000,152076,DELHI HOLT BRYANT SU;DELHI UT,176-2,9.0,II,9-CO,1775.0,,3508.0,3191,3213,152076,32.423444436704,-91.6038738110174
83756,66667,2276559,640124,N,1,2,3294,D188,,17083203470000,152076,DELHI HOLT BRYANT SU;DELHI UT,176-2,9.0,II,9-CO,1775.0,,3508.0,3191,3213,152076,32.423444436704,-91.6038738110174
83757,66667,2276559,640124,N,1,2,3294,D188,,17083203470000,152076,DELHI HOLT BRYANT SU;DELHI UT,176-2,9.0,II,9-CO,1775.0,,3508.0,3191,3213,152076,32.423444436704,-91.6038738110174
83758,66667,2276559,640124,N,1,2,3294,D188,,17083203470000,152076,DELHI HOLT BRYANT SU;DELHI UT,176-2,9.0,II,9-CO,1775.0,,3508.0,3191,3213,152076,32.423444436704,-91.6038738110174
