,Unnamed: 0,Lambert-X,Lambert-Y,Zone,Coord System,Coord Source,Field ID,Org ID,Area USDW Value,API Num,Serial Num,Well Name,Well Num,Well Status,Class,Class Type,USDW Value,Source Area USDW Value,Measured Depth,Upper Perf,Lower Perf,Well Serial Num,Latitude,Longitude
86603,80131,1561454,712770,N,1,5,2152,U021,,17017241100000,174967,UOP INJECTION WELL,007,9.0,I,2,0.0,,8991.0,7018,7883,174967,32.6183530956613,-93.92444275311671
86604,80131,1561454,712770,N,1,5,2152,U021,,17017241100000,174967,UOP INJECTION WELL,007,9.0,I,2,0.0,,8991.0,7018,7883,174967,32.6183530956613,-93.92444275311671
86605,80131,1561454,712770,N,1,5,2152,U021,,17017241100000,174967,UOP INJECTION WELL,007,9.0,I,2,0.0,,8991.0,7018,7883,174967,32.6183530956613,-93.92444275311671
86606,80131,1561454,712770,N,1,5,2152,U021,,17017241100000,174967,UOP INJECTION WELL,007,9.0,I,2,0.0,,8991.0,7018,7883,174967,32.6183530956613,-93.92444275311671
127914,80272,2332323,718820,N,1,3,3653,T245,,17123000580000,175181,EPP WX RA GSA;MARSTON 14,010,9.0,V,11-FO,0.0,,1531.0,0,0,175181,32.6383416209688,-91.42062291885951
113049,80290,1557812,806602,N,1,5,2152,0492,270.0,17017241260000,175201,CALDWELL SWD,064,9.0,II,5,,,1154.0,1090,1130,175201,32.876082303318704,-93.94031749165809
113050,80290,1557812,806602,N,1,5,2152,0492,270.0,17017241260000,175201,CALDWELL SWD,064,9.0,II,5,,,1154.0,1090,1130,175201,32.876082303318704,-93.94031749165809
2066,80296,1897013,712792,N,1,2,8891,R3800,1570.0,17061202880000,175210,LESTER HOOD 24 SWD,001,9.0,II,5,,,10850.0,5090,5494,175210,32.625899151392396,-92.83464842708621
2067,80296,1897013,712792,N,1,2,8891,R3800,1570.0,17061202880000,175210,LESTER HOOD 24 SWD,001,9.0,II,5,,,10850.0,5090,5494,175210,32.625899151392396,-92.83464842708621
2068,80296,1897013,712792,N,1,2,8891,R3800,1570.0,17061202880000,175210,LESTER HOOD 24 SWD,001,9.0,II,5,,,10850.0,5090,5494,175210,32.625899151392396,-92.83464842708621
6570,80414,2002591,717870,N,1,5,9056,E215,,17061202900000,175384,UNV VN RE GSA;RISER,ES-16,9.0,II,11-FS,0.0,,8908.0,8819,8836,175384,32.6402883306296,-92.4917350040188
112775,80579,1558100,806589,N,1,3,2152,0492,250.0,17017241740000,175669,CALDWELL SWD,066,9.0,II,5,0.0,,1154.0,1080,1115,175669,32.8760570963113,-93.93937905976169
112776,80579,1558100,806589,N,1,3,2152,0492,250.0,17017241740000,175669,CALDWELL SWD,066,9.0,II,5,0.0,,1154.0,1080,1115,175669,32.8760570963113,-93.93937905976169
26025,80589,2004699,454009,N,1,3,2768,B322,,17127210770000,175696,D O PRAY SWD,012,9.0,II,5,935.0,,1366.0,1298,1366,175696,31.914983940429803,-92.48500602094141
26026,80589,2004699,454009,N,1,3,2768,B322,,17127210770000,175696,D O PRAY SWD,012,9.0,II,5,935.0,,1366.0,1298,1366,175696,31.914983940429803,-92.48500602094141
95116,80595,1570978,786956,N,1,5,2152,C426,,17017241770000,175704,HUCKABAY SWD,001,9.0,II,5,0.0,,1720.0,1050,1060,175704,32.822568474356295,-93.896618188454
95117,80595,1570978,786956,N,1,5,2152,C426,,17017241770000,175704,HUCKABAY SWD,001,9.0,II,5,0.0,,1720.0,1050,1060,175704,32.822568474356295,-93.896618188454
95118,80595,1570978,786956,N,1,5,2152,C426,,17017241770000,175704,HUCKABAY SWD,001,9.0,II,5,0.0,,1720.0,1050,1060,175704,32.822568474356295,-93.896618188454
95119,80595,1570978,786956,N,1,5,2152,C426,,17017241770000,175704,HUCKABAY SWD,001,9.0,II,5,0.0,,1720.0,1050,1060,175704,32.822568474356295,-93.896618188454
131364,80761,2141799,278209,N,1,3,6188,T217,,17059220800000,175966,EXXON-TENSAS DELTA SWD,T-175,9.0,II,5,0.0,,2810.0,2150,2160,175966,31.430874074784303,-92.0455148651524
7332,80784,1903790,763249,N,1,3,5996,B5764,,17027209790000,176006,LI PET SU;TATUM,31-9-A1,9.0,II,9-IW,0.0,,5340.0,5235,5253,176006,32.7646335591022,-92.8131109290053
7333,80784,1903790,763249,N,1,3,5996,B5764,,17027209790000,176006,LI PET SU;TATUM,31-9-A1,9.0,II,9-IW,0.0,,5340.0,5235,5253,176006,32.7646335591022,-92.8131109290053
122644,80820,1530516,767079,N,1,4,2152,1623,,17017242110000,176069,STILES A/C 2 SWD,028,9.0,II,5,287.0,,1925.0,980,1000,176069,32.7664448740801,-94.02739268539379
122645,80820,1530516,767079,N,1,4,2152,1623,,17017242110000,176069,STILES A/C 2 SWD,028,9.0,II,5,287.0,,1925.0,980,1000,176069,32.7664448740801,-94.02739268539379
98902,80886,2110893,328853,N,1,4,7040,K071,620.0,17059220950000,176183,R C GIRLINGHOUSE SWD,003,9.0,II,5,,,3608.0,2373,2390,176183,31.570418580226196,-92.1440715783578
98903,80886,2110893,328853,N,1,4,7040,K071,620.0,17059220950000,176183,R C GIRLINGHOUSE SWD,003,9.0,II,5,,,3608.0,2373,2390,176183,31.570418580226196,-92.1440715783578
98904,80886,2110893,328853,N,1,4,7040,K071,620.0,17059220950000,176183,R C GIRLINGHOUSE SWD,003,9.0,II,5,,,3608.0,2373,2390,176183,31.570418580226196,-92.1440715783578
35837,80906,1785654,842556,N,1,5,4451,U047,,17027209850000,176210,C C TAYLOR SWD,002,9.0,II,5,1305.0,,3200.0,3120,3130,176210,32.9810680928716,-93.19904748324379
35838,80906,1785654,842556,N,1,5,4451,U047,,17027209850000,176210,C C TAYLOR SWD,002,9.0,II,5,1305.0,,3200.0,3120,3130,176210,32.9810680928716,-93.19904748324379
35839,80906,1785654,842556,N,1,5,4451,U047,,17027209850000,176210,C C TAYLOR SWD,002,9.0,II,5,1305.0,,3200.0,3120,3130,176210,32.9810680928716,-93.19904748324379
35840,80906,1785654,842556,N,1,5,4451,U047,,17027209850000,176210,C C TAYLOR SWD,002,9.0,II,5,1305.0,,3200.0,3120,3130,176210,32.9810680928716,-93.19904748324379
82079,80940,2087205,340599,N,1,5,7040,X004,,17059221000000,176286,IPB LLS NH SWD,008,9.0,II,5,0.0,,1900.0,1800,1820,176286,31.602901188241,-92.2200353027827
82080,80940,2087205,340599,N,1,5,7040,X004,,17059221000000,176286,IPB LLS NH SWD,008,9.0,II,5,0.0,,1900.0,1800,1820,176286,31.602901188241,-92.2200353027827
82081,80940,2087205,340599,N,1,5,7040,X004,,17059221000000,176286,IPB LLS NH SWD,008,9.0,II,5,0.0,,1900.0,1800,1820,176286,31.602901188241,-92.2200353027827
110007,81040,1551541,780615,N,1,5,2152,G141,,17017242650000,176435,LEADERBRAND SWD,001,9.0,II,5,0.0,,1185.0,1030,1050,176435,32.8044390955759,-93.9595995485474
110008,81040,1551541,780615,N,1,5,2152,G141,,17017242650000,176435,LEADERBRAND SWD,001,9.0,II,5,0.0,,1185.0,1030,1050,176435,32.8044390955759,-93.9595995485474
97408,81143,1584561,822430,N,1,5,8302,5433,,17017242800000,176598,ADAMS SWD,005,9.0,II,5,0.0,,2847.0,1350,1390,176598,32.920524770742695,-93.8538522452285
97409,81143,1584561,822430,N,1,5,8302,5433,,17017242800000,176598,ADAMS SWD,005,9.0,II,5,0.0,,2847.0,1350,1390,176598,32.920524770742695,-93.8538522452285
97410,81143,1584561,822430,N,1,5,8302,5433,,17017242800000,176598,ADAMS SWD,005,9.0,II,5,0.0,,2847.0,1350,1390,176598,32.920524770742695,-93.8538522452285
97411,81143,1584561,822430,N,1,5,8302,5433,,17017242800000,176598,ADAMS SWD,005,9.0,II,5,0.0,,2847.0,1350,1390,176598,32.920524770742695,-93.8538522452285
136544,81145,2246724,310352,N,1,5,4628,B253,,17029217020000,176601,KING SWD,002,9.0,II,5,540.0,,6020.0,3100,3130,176601,31.5175755643359,-91.70836751974849
136545,81145,2246724,310352,N,1,5,4628,B253,,17029217020000,176601,KING SWD,002,9.0,II,5,540.0,,6020.0,3100,3130,176601,31.5175755643359,-91.70836751974849
1286,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
1287,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
1288,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
1289,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
1290,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
1291,81242,1921471,708574,N,1,5,8891,R3800,1400.0,17061203010000,176754,FALLIN 23 SWD,001,9.0,II,5,,,10550.0,7280,7294,176754,32.614488064007,-92.7551780015985
78289,81364,2079190,351000,N,1,3,9011,J074,,17059221270000,176960,IPB LLS SWD,024,9.0,II,5,0.0,,4500.0,2075,2100,176960,31.631549205868897,-92.2457019999118
78290,81364,2079190,351000,N,1,3,9011,J074,,17059221270000,176960,IPB LLS SWD,024,9.0,II,5,0.0,,4500.0,2075,2100,176960,31.631549205868897,-92.2457019999118
78291,81364,2079190,351000,N,1,3,9011,J074,,17059221270000,176960,IPB LLS SWD,024,9.0,II,5,0.0,,4500.0,2075,2100,176960,31.631549205868897,-92.2457019999118
78292,81364,2079190,351000,N,1,3,9011,J074,,17059221270000,176960,IPB LLS SWD,024,9.0,II,5,0.0,,4500.0,2075,2100,176960,31.631549205868897,-92.2457019999118
78293,81364,2079190,351000,N,1,3,9011,J074,,17059221270000,176960,IPB LLS SWD,024,9.0,II,5,0.0,,4500.0,2075,2100,176960,31.631549205868897,-92.2457019999118
70178,81511,1678261,841341,N,1,5,2336,L043,,17015217050000,177177,E D COVINGTON ET AL SWD,002,9.0,II,5,0.0,,3211.0,2018,2028,177177,32.9753466367319,-93.5491537776215
56356,81555,2048705,415775,N,1,5,9031,C019,,17059221470000,177244,WRIGHT SWD,002,9.0,II,5,0.0,,1585.0,1230,1240,177244,31.809780710441398,-92.3433542994684
80991,81748,1639559,439092,N,1,5,1440,5433,660.0,17031215300000,177556,SEBASTIAN SWD,003,9.0,II,5,0.0,,7580.0,2140,2266,177556,31.868670099115896,-93.6612824061681
80992,81748,1639559,439092,N,1,5,1440,5433,660.0,17031215300000,177556,SEBASTIAN SWD,003,9.0,II,5,0.0,,7580.0,2140,2266,177556,31.868670099115896,-93.6612824061681
122623,81773,1538619,791556,N,1,5,2152,L244,425.0,17017244260000,177587,SMITH SWD,001,9.0,II,5,0.0,,1133.0,1106,1126,177587,32.8340199552941,-94.00213995902331
122624,81773,1538619,791556,N,1,5,2152,L244,425.0,17017244260000,177587,SMITH SWD,001,9.0,II,5,0.0,,1133.0,1106,1126,177587,32.8340199552941,-94.00213995902331
122625,81773,1538619,791556,N,1,5,2152,L244,425.0,17017244260000,177587,SMITH SWD,001,9.0,II,5,0.0,,1133.0,1106,1126,177587,32.8340199552941,-94.00213995902331
122626,81773,1538619,791556,N,1,5,2152,L244,425.0,17017244260000,177587,SMITH SWD,001,9.0,II,5,0.0,,1133.0,1106,1126,177587,32.8340199552941,-94.00213995902331
122627,81773,1538619,791556,N,1,5,2152,L244,425.0,17017244260000,177587,SMITH SWD,001,9.0,II,5,0.0,,1133.0,1106,1126,177587,32.8340199552941,-94.00213995902331
134448,81948,2227929,318932,N,1,5,7791,C034,,17029217530000,177880,FAYE THOMAS SWD,001,9.0,II,5,520.0,,5810.0,3290,3320,177880,31.541526988134,-91.7684963783108
134449,81948,2227929,318932,N,1,5,7791,C034,,17029217530000,177880,FAYE THOMAS SWD,001,9.0,II,5,520.0,,5810.0,3290,3320,177880,31.541526988134,-91.7684963783108
85955,82106,2086471,332199,N,1,5,7040,R250,,17059221810000,178121,IPB LLS NH SWD,022,9.0,II,5,0.0,,4420.0,1516,1526,178121,31.579813759407397,-92.22246175409259
85956,82106,2086471,332199,N,1,5,7040,R250,,17059221810000,178121,IPB LLS NH SWD,022,9.0,II,5,0.0,,4420.0,1516,1526,178121,31.579813759407397,-92.22246175409259
133615,82166,1661434,284618,N,1,5,7309,0748,,17085209490000,178222,J K PHARES SWD,003,9.0,II,5,0.0,,1550.0,824,1012,178222,31.444649359605602,-93.5858320560627
16493,82192,2017597,806242,N,1,5,7145,6733,,17111234800000,178257,FROST LBR IND A SWD,035,9.0,II,5,1380.0,,3675.0,2458,2468,178257,32.8831533344222,-92.4428383637048
121055,82258,1543079,795305,N,1,5,2152,D044,,17017245320000,178382,C G & H SWD,001,9.0,II,5,0.0,,1100.0,1077,1100,178382,32.8444913008939,-93.987790222747
121056,82258,1543079,795305,N,1,5,2152,D044,,17017245320000,178382,C G & H SWD,001,9.0,II,5,0.0,,1100.0,1077,1100,178382,32.8444913008939,-93.987790222747
80640,82285,2103703,354775,N,1,5,4751,J074,,17059221920000,178432,MCMURRY SWD,002,9.0,II,5,425.0,,3732.0,2180,2200,178432,31.6417441207133,-92.1669032731459
80641,82285,2103703,354775,N,1,5,4751,J074,,17059221920000,178432,MCMURRY SWD,002,9.0,II,5,425.0,,3732.0,2180,2200,178432,31.6417441207133,-92.1669032731459
1560,82310,1862519,632859,N,1,5,1320,S421,,17013205420000,178473,BRC PET RA GSA;CONTINENTAL CAN,004,9.0,V,11-FO,0.0,,7435.0,7108,7124,178473,32.4058522096902,-92.9456149673357
127721,82584,2329716,729210,N,1,5,3653,T245,,17123200550000,178908,EPP WX RA GSA;ELKINS 3,002,9.0,V,11-FO,0.0,,2282.0,2151,2159,178908,32.6669680911164,-91.4287573954866
128201,82585,2333394,719087,N,1,5,3653,T245,,17123200560000,178909,EPP WX RA GSA;MARSTON 14,011,9.0,V,11-FO,0.0,,2255.0,2048,2054,178909,32.6390460425222,-91.4171354079633
42463,82792,2037022,441191,N,1,5,3080,M7343,,17127211470000,179238,URANIA LBR CO C SWD,007,9.0,II,5,1220.0,,1524.0,1515,1524,179238,31.8796915583674,-92.3808758903636
42464,82792,2037022,441191,N,1,5,3080,M7343,,17127211470000,179238,URANIA LBR CO C SWD,007,9.0,II,5,1220.0,,1524.0,1515,1524,179238,31.8796915583674,-92.3808758903636
42465,82792,2037022,441191,N,1,5,3080,M7343,,17127211470000,179238,URANIA LBR CO C SWD,007,9.0,II,5,1220.0,,1524.0,1515,1524,179238,31.8796915583674,-92.3808758903636
69858,82858,2057343,381245,N,1,5,6076,6608,,17059222530000,179364,BREWTON SWD,009,9.0,II,5,0.0,,3600.0,1760,1762,179364,31.7148175659753,-92.31573421011629
127114,83010,2328420,722286,N,1,5,3653,T245,,17123200570000,179636,EPP MGR RA GSA;PRINE 10,003,9.0,V,11-FO,0.0,,2471.0,2355,2360,179636,32.6479737360269,-91.43318990234249
56163,83198,1717528,831988,N,1,5,7922,5328,,17119203900000,179932,CAMPBELL A SWD,001,9.0,II,5,0.0,,3250.0,2718,2728,179932,32.9506260862595,-93.42087570329399
56164,83198,1717528,831988,N,1,5,7922,5328,,17119203900000,179932,CAMPBELL A SWD,001,9.0,II,5,0.0,,3250.0,2718,2728,179932,32.9506260862595,-93.42087570329399
56165,83198,1717528,831988,N,1,5,7922,5328,,17119203900000,179932,CAMPBELL A SWD,001,9.0,II,5,0.0,,3250.0,2718,2728,179932,32.9506260862595,-93.42087570329399
27657,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
27658,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
27659,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
27660,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
27661,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
27662,83234,2005600,451200,N,1,3,2768,T029,,17127211700000,179988,CZ FEE TRACT A SWD,070,9.0,II,5,1050.0,,1360.0,1350,1360,179988,31.9072615211294,-92.48210356325409
60249,83310,1708790,472680,N,1,3,7651,P3640,,17031218560000,180100,RRBB LITTON RA SU;USA,002,9.0,II,9-IW,330.0,,2932.0,2742,2745,180100,31.962843122366902,-93.4392108571359
60250,83310,1708790,472680,N,1,3,7651,P3640,,17031218560000,180100,RRBB LITTON RA SU;USA,002,9.0,II,9-IW,330.0,,2932.0,2742,2745,180100,31.962843122366902,-93.4392108571359
60251,83310,1708790,472680,N,1,3,7651,P3640,,17031218560000,180100,RRBB LITTON RA SU;USA,002,9.0,II,9-IW,330.0,,2932.0,2742,2745,180100,31.962843122366902,-93.4392108571359
135966,83489,2212715,287172,N,1,5,7965,B388,,17029218400000,180397,B FORMAN SWD,004,9.0,II,5,530.0,,4120.0,1600,1630,180397,31.454489127054895,-91.8179724408271
135967,83489,2212715,287172,N,1,5,7965,B388,,17029218400000,180397,B FORMAN SWD,004,9.0,II,5,530.0,,4120.0,1600,1630,180397,31.454489127054895,-91.8179724408271
84804,83732,2082475,332090,N,1,3,7040,R250,,17059223180000,180755,IPB LLS NH SWD,024,9.0,II,5,0.0,,2550.0,1368,1388,180755,31.579541651129603,-92.2352948230484
84805,83732,2082475,332090,N,1,3,7040,R250,,17059223180000,180755,IPB LLS NH SWD,024,9.0,II,5,0.0,,2550.0,1368,1388,180755,31.579541651129603,-92.2352948230484
84806,83732,2082475,332090,N,1,3,7040,R250,,17059223180000,180755,IPB LLS NH SWD,024,9.0,II,5,0.0,,2550.0,1368,1388,180755,31.579541651129603,-92.2352948230484
84807,83732,2082475,332090,N,1,3,7040,R250,,17059223180000,180755,IPB LLS NH SWD,024,9.0,II,5,0.0,,2550.0,1368,1388,180755,31.579541651129603,-92.2352948230484
77336,83751,1647246,852141,N,1,5,116,E145,,17015217640000,180802,BARNETT D SWD,001,9.0,II,5,980.0,,3300.0,1800,1836,180802,33.004159124173896,-93.65064033471658
77337,83751,1647246,852141,N,1,5,116,E145,,17015217640000,180802,BARNETT D SWD,001,9.0,II,5,980.0,,3300.0,1800,1836,180802,33.004159124173896,-93.65064033471658
97127,84012,1578700,809800,N,1,3,2152,3255,290.0,17017243840000,181191,KIRBY SWD,004,9.0,II,5,,,1107.0,1077,1107,181191,32.8856153554861,-93.8724271446687
97128,84012,1578700,809800,N,1,3,2152,3255,290.0,17017243840000,181191,KIRBY SWD,004,9.0,II,5,,,1107.0,1077,1107,181191,32.8856153554861,-93.8724271446687
135668,84144,2178020,264790,N,1,3,5812,T217,,17025210060000,181370,EXXON-TENSAS DELTA SWD,T-184,9.0,II,5,0.0,,6110.0,1808,1818,181370,31.3935115846357,-91.92961296716551
69363,84261,2056190,382990,N,1,3,6076,W098,,17059223460000,181533,CZ FEE TRACT AK SWD,003,9.0,II,5,0.0,,1806.0,1512,1532,181533,31.7196200800095,-92.3194329367995
79924,84330,2108700,361110,N,1,3,4747,X004,500.0,17059223490000,181624,IPB LEMAY ET AL SWD,001,9.0,II,5,0.0,,4201.0,2539,2562,181624,31.6591164030695,-92.1507805079335
79925,84330,2108700,361110,N,1,3,4747,X004,500.0,17059223490000,181624,IPB LEMAY ET AL SWD,001,9.0,II,5,0.0,,4201.0,2539,2562,181624,31.6591164030695,-92.1507805079335
79926,84330,2108700,361110,N,1,3,4747,X004,500.0,17059223490000,181624,IPB LEMAY ET AL SWD,001,9.0,II,5,0.0,,4201.0,2539,2562,181624,31.6591164030695,-92.1507805079335
79927,84330,2108700,361110,N,1,3,4747,X004,500.0,17059223490000,181624,IPB LEMAY ET AL SWD,001,9.0,II,5,0.0,,4201.0,2539,2562,181624,31.6591164030695,-92.1507805079335
41434,84339,2031180,440150,N,1,3,3080,W098,,17127212070000,181640,CZ M SWD,014,9.0,II,5,1000.0,,1488.0,1470,1480,181640,31.8768461012709,-92.399700211062
41435,84339,2031180,440150,N,1,3,3080,W098,,17127212070000,181640,CZ M SWD,014,9.0,II,5,1000.0,,1488.0,1470,1480,181640,31.8768461012709,-92.399700211062
41436,84339,2031180,440150,N,1,3,3080,W098,,17127212070000,181640,CZ M SWD,014,9.0,II,5,1000.0,,1488.0,1470,1480,181640,31.8768461012709,-92.399700211062
68174,84376,2053990,386890,N,1,3,6076,T107,,17059223750000,181685,IPB LLS LIC SWD,019,9.0,II,5,0.0,,1806.0,1400,1442,181685,31.7303514404942,-92.32648849235778
68175,84376,2053990,386890,N,1,3,6076,T107,,17059223750000,181685,IPB LLS LIC SWD,019,9.0,II,5,0.0,,1806.0,1400,1442,181685,31.7303514404942,-92.32648849235778
68176,84376,2053990,386890,N,1,3,6076,T107,,17059223750000,181685,IPB LLS LIC SWD,019,9.0,II,5,0.0,,1806.0,1400,1442,181685,31.7303514404942,-92.32648849235778
126313,84482,1534050,801300,N,1,3,2152,J6064,330.0,17017249840000,181823,MANDINA SWD,002,9.0,II,5,,,2529.0,1210,1230,181823,32.860621302704104,-94.01745607261151
136750,84531,2197710,267450,N,1,3,5815,C359,,17025210130000,181881,INABNET SWD,002,9.0,II,5,0.0,,6210.0,1796,1861,181881,31.4005223651673,-91.8664609760919
48661,84597,2035880,427010,N,1,3,7850,5592,,17127212230000,181997,CZ SALT SWD,024,9.0,II,5,0.0,,1510.0,1490,1500,181997,31.840710702350698,-92.38460333957251
48662,84597,2035880,427010,N,1,3,7850,5592,,17127212230000,181997,CZ SALT SWD,024,9.0,II,5,0.0,,1510.0,1490,1500,181997,31.840710702350698,-92.38460333957251
48663,84597,2035880,427010,N,1,3,7850,5592,,17127212230000,181997,CZ SALT SWD,024,9.0,II,5,0.0,,1510.0,1490,1500,181997,31.840710702350698,-92.38460333957251
120092,84743,1545820,798400,N,1,3,2152,C1840,,17017250500000,182217,PARKER B SWD,002,9.0,II,5,0.0,,1114.0,1104,1108,182217,32.8530994488671,-93.9790047640267
120093,84743,1545820,798400,N,1,3,2152,C1840,,17017250500000,182217,PARKER B SWD,002,9.0,II,5,0.0,,1114.0,1104,1108,182217,32.8530994488671,-93.9790047640267
120094,84743,1545820,798400,N,1,3,2152,C1840,,17017250500000,182217,PARKER B SWD,002,9.0,II,5,0.0,,1114.0,1104,1108,182217,32.8530994488671,-93.9790047640267
82511,84781,2090150,341250,N,1,3,7040,X004,,17059223860000,182263,NH SPARTA S 3 SU;BODCAW LLS A,055,9.0,II,9-IO,0.0,,1890.0,1729,1736,182263,31.6046695515104,-92.2105702137553
26842,84835,2002350,451390,N,1,3,2768,K053,,17127212330000,182329,DAVIS JONES SWD,002,9.0,II,5,0.0,,1338.0,1316,1322,182329,31.907784907393104,-92.4925772207695
26843,84835,2002350,451390,N,1,3,2768,K053,,17127212330000,182329,DAVIS JONES SWD,002,9.0,II,5,0.0,,1338.0,1316,1322,182329,31.907784907393104,-92.4925772207695
26844,84835,2002350,451390,N,1,3,2768,K053,,17127212330000,182329,DAVIS JONES SWD,002,9.0,II,5,0.0,,1338.0,1316,1322,182329,31.907784907393104,-92.4925772207695
13013,85165,1806350,766520,N,1,3,4589,4063,,17027211010000,182793,MUSLOW SWD,001,9.0,II,5,700.0,,2509.0,2060,2089,182793,32.7724580415152,-93.1301269851975
13014,85165,1806350,766520,N,1,3,4589,4063,,17027211010000,182793,MUSLOW SWD,001,9.0,II,5,700.0,,2509.0,2060,2089,182793,32.7724580415152,-93.1301269851975
13015,85165,1806350,766520,N,1,3,4589,4063,,17027211010000,182793,MUSLOW SWD,001,9.0,II,5,700.0,,2509.0,2060,2089,182793,32.7724580415152,-93.1301269851975
41199,85171,2032620,441420,N,1,3,3080,M7343,1205.0,17127212500000,182801,TREMONT SSS SWD,003,9.0,II,5,,,1516.0,1480,1500,182801,31.8803336274025,-92.3950571611594
41200,85171,2032620,441420,N,1,3,3080,M7343,1205.0,17127212500000,182801,TREMONT SSS SWD,003,9.0,II,5,,,1516.0,1480,1500,182801,31.8803336274025,-92.3950571611594
70533,85211,1704780,432420,N,1,3,31,N114,,17031220260000,182854,EVANS FEE G SWD,002,9.0,II,5,0.0,,1535.0,1436,1450,182854,31.8520739689851,-93.45100224405729
70534,85211,1704780,432420,N,1,3,31,N114,,17031220260000,182854,EVANS FEE G SWD,002,9.0,II,5,0.0,,1535.0,1436,1450,182854,31.8520739689851,-93.45100224405729
107064,85357,1565910,808190,N,1,3,2152,0492,270.0,17017243940000,183060,BROWN A SWD,021,9.0,II,5,,,1251.0,1075,1251,183060,32.8807391890402,-93.91401377772699
107065,85357,1565910,808190,N,1,3,2152,0492,270.0,17017243940000,183060,BROWN A SWD,021,9.0,II,5,,,1251.0,1075,1251,183060,32.8807391890402,-93.91401377772699
45134,85361,1745590,828650,N,1,3,8238,6313,,17119204780000,183074,JOHNNY ADKINS JR SWD,001,9.0,II,5,1100.0,,3112.0,1834,1946,183074,32.9420764803983,-93.32932788209
45135,85361,1745590,828650,N,1,3,8238,6313,,17119204780000,183074,JOHNNY ADKINS JR SWD,001,9.0,II,5,1100.0,,3112.0,1834,1946,183074,32.9420764803983,-93.32932788209
45136,85361,1745590,828650,N,1,3,8238,6313,,17119204780000,183074,JOHNNY ADKINS JR SWD,001,9.0,II,5,1100.0,,3112.0,1834,1946,183074,32.9420764803983,-93.32932788209
113034,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
113035,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
113036,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
113037,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
113038,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
113039,85401,1547820,780620,N,1,3,2152,G141,,17017252360000,183133,CRYSTAL G SWD,004,9.0,II,5-C,0.0,,1725.0,1023,1038,183133,32.804314525208895,-93.9717076273608
72948,85414,2075520,377300,N,1,3,8015,X004,,17059224350000,183153,IPB LLS SWD,057,9.0,II,5,0.0,,3810.0,1700,1710,183153,31.7038739269816,-92.2573057108064
72949,85414,2075520,377300,N,1,3,8015,X004,,17059224350000,183153,IPB LLS SWD,057,9.0,II,5,0.0,,3810.0,1700,1710,183153,31.7038739269816,-92.2573057108064
72950,85414,2075520,377300,N,1,3,8015,X004,,17059224350000,183153,IPB LLS SWD,057,9.0,II,5,0.0,,3810.0,1700,1710,183153,31.7038739269816,-92.2573057108064
